TransactionID,Amount,Promo code:,1st installment,2nd,3rd,Payment Date,Payment Date 2nd,Payment Date 3rd,CandID,ManegerID,CourseID,LocationID
TR1220,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200362,MG01,CP01,LC01
TR1221,200000,Kezi01,130000,70000,0,2024-08-10,2024-03-09,NULL,DMCABJ2200363,MG01,CP01,LC01
TR1222,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200364,MG01,CP01,LC01
TR1223,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200365,MG02,CP01,LC01
TR1224,200000,Kezi01,120000,80000,0,2024-05-24,NULL,NULL,DMCABJ2200366,MG01,CP01,LC01
TR1225,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200367,MG02,CP01,LC01
TR1226,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200368,MG01,CP01,LC01
TR1227,200000,Riri01,200000,0,0,2024-06-02,NULL,NULL,DMCABJ2200369,MG02,CP01,LC01
TR1228,200000,Kezi01,200000,0,0,2024-06-01,NULL,NULL,DMCABJ2200370,MG01,CP01,LC01
TR1229,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200371,MG02,CP01,LC01
TR123,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230124,NULL,CP01,LC02
TR1230,200000,Riri01,100000,50000,50000,2024-05-30,2024-08-06,2024-09-29,DMCABJ2200372,MG02,CP01,LC01
TR1231,200000,Riri01,200000,0,0,2024-05-31,NULL,NULL,DMCABJ2200373,MG02,CP01,LC01
TR1232,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200374,MG01,CP01,LC01
TR1233,200000,Kezi01,100000,100000,0,2024-07-06,2024-06-07,NULL,DMCABJ2200375,MG01,CP01,LC01
TR1234,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200376,MG02,CP01,LC01
TR1235,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200377,MG02,CP01,LC01
TR1236,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200378,MG01,CP01,LC01
TR1237,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200379,MG02,CP01,LC01
TR1238,250000,Riri01,150000,0,0,2024-10-09,NULL,NULL,DMCABJ2200380,MG02,CP01,LC01
TR1239,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200381,MG02,CP01,LC01
TR124,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230125,NULL,CP01,LC02
TR1240,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200382,MG01,CP01,LC01
TR1241,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200383,MG01,CP01,LC01
TR1242,200000,Kezi01,200000,0,0,2024-07-06,NULL,NULL,DMCABJ2200384,MG01,CP01,LC01
TR1243,200000,Riri01,120000,80000,0,2024-06-06,2024-06-29,NULL,DMCABJ2200385,MG02,CP01,LC01
TR1244,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200386,MG02,CP01,LC01
TR1245,200000,Riri01,200000,0,0,2024-06-08,NULL,NULL,DMCABJ2200387,MG02,CP01,LC01
TR1246,200000,Kezi01,200000,0,0,2024-06-12,NULL,NULL,DMCABJ2200388,MG01,CP01,LC01
TR1247,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200389,MG01,CP01,LC01
TR1248,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200390,MG01,CP01,LC01
TR1249,150000,Kezi01,150000,0,0,2024-06-24,NULL,NULL,DMCABJ2200391,MG01,CP01,LC01
TR125,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230126,NULL,CP01,LC02
TR1250,200000,Kezi01,200000,0,0,2024-06-19,NULL,NULL,DMCABJ2200392,MG01,CP01,LC01
TR1251,200000,Riri01,200000,0,0,2024-06-28,NULL,NULL,DMCABJ2200393,MG02,CP01,LC01
TR1252,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200394,MG01,CP01,LC01
TR1253,200000,Riri01,200000,0,0,2024-06-23,NULL,NULL,DMCABJ2200395,MG02,CP01,LC01
TR1254,200000,Riri01,100000,100000,0,2024-07-06,2024-07-13,NULL,DMCABJ2200396,MG02,CP01,LC01
TR1255,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200397,MG02,CP01,LC01
TR1256,200000,Kezi01,200000,0,0,2024-06-28,NULL,NULL,DMCABJ2200398,MG01,CP01,LC01
TR1257,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200399,MG02,CP01,LC01
TR1258,300000,Riri01,300000,0,0,2024-07-02,NULL,NULL,DMCABJ2200400,MG02,CP01,LC01
TR1259,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200401,MG02,CP01,LC01
TR126,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230127,NULL,CP01,LC02
TR1260,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200402,MG01,CP01,LC01
TR1261,200000,Kezi01,200000,0,0,2024-07-07,NULL,NULL,DMCABJ2200403,MG01,CP01,LC01
TR1262,300000,Riri01,300000,0,0,2024-07-06,NULL,NULL,DMCABJ2200404,MG02,CP01,LC01
TR1263,200000,Riri01,100000,100000,0,2024-08-08,2024-01-09,NULL,DMCABJ2200405,MG02,CP01,LC01
TR1264,200000,Kezi01,200000,0,0,2024-08-07,NULL,NULL,DMCABJ2200406,MG01,CP01,LC01
TR1265,200000,Kezi01,200000,0,0,2024-08-07,NULL,NULL,DMCABJ2200407,MG01,CP01,LC01
TR1266,200000,Kezi01,200000,0,0,2024-08-12,NULL,NULL,DMCABJ2200408,MG01,CP01,LC01
TR1267,200000,Riri01,150000,50000,0,2024-07-17,2024-03-09,NULL,DMCABJ2200409,MG02,CP01,LC01
TR1268,200000,Riri01,100000,100000,0,2024-08-10,2024-01-09,NULL,DMCABJ2200410,MG02,CP01,LC01
TR1269,200000,Riri01,200000,0,0,2024-07-24,NULL,NULL,DMCABJ2200411,MG02,CP01,LC01
TR127,55000,ILEYA,55000,0,0,2022-07-08,NULL,NULL,DMCC230128,MG08,CP01,LC02
TR1270,200000,Kezi01,200000,0,0,2024-08-02,NULL,NULL,DMCABJ2200412,MG01,CP01,LC01
TR1271,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200413,MG01,CP01,LC01
TR1272,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200414,MG01,CP01,LC01
TR1273,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200415,MG01,CP01,LC01
TR1274,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200416,MG01,CP01,LC01
TR1275,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200417,MG01,CP01,LC01
TR1276,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200418,MG02,CP01,LC01
TR1277,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200419,MG01,CP01,LC01
TR1278,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200420,MG02,CP01,LC01
TR1279,200000,Kezi01,130000,70000,0,2024-09-02,2024-10-08,NULL,DMCABJ2200421,MG01,CP01,LC01
TR128,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230129,NULL,CP01,LC02
TR1280,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200422,MG01,CP01,LC01
TR1281,200000,Kezi01,100000,100000,0,2024-07-31,NULL,NULL,DMCABJ2200423,MG01,CP01,LC01
TR1282,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200424,MG02,CP01,LC01
TR1283,300000,Riri01,300000,0,0,2024-09-30,NULL,NULL,DMCABJ2200425,MG02,CP01,LC01
TR1284,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200426,MG02,CP01,LC01
TR1285,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200427,MG01,CP01,LC01
TR1286,200000,Kezi01,120000,80000,0,2024-08-21,2024-10-04,NULL,DMCABJ2200428,MG01,CP01,LC01
TR1287,200000,Riri01,100000,100000,0,2024-08-07,2024-08-30,NULL,DMCABJ2200429,MG02,CP01,LC01
TR1288,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200430,MG01,CP01,LC01
TR1289,200000,Kezi01,100000,100000,0,2024-08-10,2024-08-31,NULL,DMCABJ2200431,MG01,CP01,LC01
TR129,50000,ILEYA,50000,0,0,2022-07-10,NULL,NULL,DMCC230130,MG08,CP01,LC02
TR1290,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200432,MG01,CP01,LC01
TR1291,200000,Kezi01,200000,0,0,2024-08-14,NULL,NULL,DMCABJ2200433,MG01,CP01,LC01
TR1292,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200434,MG01,CP01,LC01
TR1293,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200435,MG01,CP01,LC01
TR1294,250000,Kezi01,200000,0,0,2024-10-09,NULL,NULL,DMCABJ2200436,MG01,CP01,LC01
TR1295,200000,Kezi01,200000,0,0,2024-08-18,NULL,NULL,DMCABJ2200437,MG01,CP01,LC01
TR1296,200000,Kezi01,200000,0,0,2024-08-26,NULL,NULL,DMCABJ2200438,MG01,CP01,LC01
TR1297,200000,Riri01,150000,0,0,2024-09-06,NULL,NULL,DMCABJ2200439,MG02,CP01,LC01
TR1298,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200440,MG01,CP01,LC01
TR1299,200000,Kezi01,100000,0,0,2024-09-07,NULL,NULL,DMCABJ2200441,MG01,CP01,LC01
TR13,67000,1001OPARA,33500,33500,0,2021-05-01,NULL,NULL,DMCC23014,MG12,CP01,LC02
TR130,67000,ILEYA,27000,13000,27000,2022-07-16,NULL,NULL,DMCC230131,MG08,CP01,LC02
TR1300,200000,Kezi01,200000,0,0,2024-08-21,NULL,NULL,DMCABJ2200442,MG01,CP01,LC01
TR1301,200000,Viv,200000,0,0,2024-08-28,NULL,NULL,DMCABJ2200443,MG12,CP01,LC01
TR1302,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200444,MG01,CP01,LC01
TR1303,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200445,MG02,CP01,LC01
TR1304,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200446,MG01,CP01,LC01
TR1305,200000,Kezi01,200000,0,0,2024-09-07,NULL,NULL,DMCABJ2200447,MG01,CP01,LC01
TR1306,200000,Riri01,200000,0,0,2024-08-24,NULL,NULL,DMCABJ2200448,MG02,CP01,LC01
TR1307,200000,Riri01,200000,0,0,2024-08-30,NULL,NULL,DMCABJ2200449,MG02,CP01,LC01
TR1308,200000,Kezi01,200000,0,0,2024-09-04,NULL,NULL,DMCABJ2200450,MG01,CP01,LC01
TR1309,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200451,MG01,CP01,LC01
TR131,55000,ILEYA,55000,0,0,2022-07-16,NULL,NULL,DMCC230132,MG08,CP01,LC02
TR1310,200000,Riri01,130000,70000,0,2024-08-31,2024-10-10,NULL,DMCABJ2200452,MG02,CP01,LC01
TR1311,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200453,MG02,CP01,LC01
TR1312,200000,Riri01,130000,70000,0,2024-08-31,2024-09-19,NULL,DMCABJ2200454,MG02,CP01,LC01
TR1313,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200455,MG01,CP01,LC01
TR1314,200000,Kezi01,200000,0,0,2024-08-31,NULL,NULL,DMCABJ2200456,MG01,CP01,LC01
TR1315,200000,Riri01,100000,100000,0,2024-09-07,2024-09-28,2024-05-10,DMCABJ2200457,MG02,CP01,LC01
TR1316,200000,Kezi01,200000,0,0,2024-08-29,NULL,NULL,DMCABJ2200458,MG01,CP01,LC01
TR1317,200000,Kezi01,130000,0,0,2024-09-03,NULL,NULL,DMCABJ2200459,MG01,CP01,LC01
TR1318,200000,Kezi01,200000,0,0,2024-09-02,NULL,NULL,DMCABJ2200460,MG01,CP01,LC01
TR1319,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200461,MG01,CP01,LC01
TR132,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230133,NULL,CP01,LC02
TR1320,200000,Riri01,200000,0,0,2024-08-31,NULL,NULL,DMCABJ2200462,MG02,CP01,LC01
TR1321,200000,Kezi01,200000,0,0,2024-08-31,NULL,NULL,DMCABJ2200463,MG01,CP01,LC01
TR1322,300000,Riri01,300000,0,0,2024-08-31,NULL,NULL,DMCABJ2200464,MG02,CP01,LC01
TR1323,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200465,MG02,CP01,LC01
TR1324,200000,Kezi01,200000,0,0,2024-09-02,NULL,NULL,DMCABJ2200466,MG01,CP01,LC01
TR1325,200000,Riri01,200000,0,0,2024-09-07,NULL,NULL,DMCABJ2200467,MG02,CP01,LC01
TR1326,200000,Riri01,100000,0,0,2024-09-07,NULL,NULL,DMCABJ2200468,MG02,CP01,LC01
TR1327,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200469,MG01,CP01,LC01
TR1328,300000,Riri01,300000,0,0,2024-09-07,NULL,NULL,DMCABJ2200470,MG02,CP01,LC01
TR1329,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200471,MG02,CP01,LC01
TR133,45000,ILEYA,45000,0,0,2022-07-15,NULL,NULL,DMCC230134,MG08,CP01,LC02
TR1330,200000,Riri01,100000,100000,0,2024-09-07,2024-09-28,NULL,DMCABJ2200472,MG02,CP01,LC01
TR1331,200000,Kezi01,130000,70000,0,2024-09-09,2024-10-10,NULL,DMCABJ2200473,MG01,CP01,LC01
TR1332,200000,Kezi01,200000,0,0,2024-09-14,NULL,NULL,DMCABJ2200474,MG01,CP01,LC01
TR1333,200000,Riri01,200000,0,0,2024-09-15,NULL,NULL,DMCABJ2200475,MG02,CP01,LC01
TR1334,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200476,MG01,CP01,LC01
TR1335,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200477,MG02,CP01,LC01
TR1336,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200478,MG02,CP01,LC01
TR1337,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200479,MG01,CP01,LC01
TR1338,300000,Riri01,150000,0,0,2024-10-05,NULL,NULL,DMCABJ2200480,MG02,CP01,LC01
TR1339,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200481,MG02,CP01,LC01
TR134,55000,ILEYA,55000,0,0,2022-07-13,NULL,NULL,DMCC230135,MG08,CP01,LC02
TR1340,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200482,MG01,CP01,LC01
TR1341,300000,Kezi01,150000,0,0,2024-09-30,NULL,NULL,DMCABJ2200483,MG01,CP01,LC01
TR1342,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200484,MG02,CP01,LC01
TR1343,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200485,MG01,CP01,LC01
TR1344,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200486,MG01,CP01,LC01
TR1345,300000,Riri01,300000,0,0,2024-10-02,NULL,NULL,DMCABJ2200487,MG02,CP01,LC01
TR1346,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200488,MG01,CP01,LC01
TR1347,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200489,MG02,CP01,LC01
TR1348,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200490,MG02,CP01,LC01
TR1349,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200491,MG02,CP01,LC01
TR135,55000,ILEYA,55000,0,0,2022-07-12,NULL,NULL,DMCC230136,MG08,CP01,LC02
TR1350,0,,0,0,0,null,NULL,NULL,DMCABJ2200492,MG01,CP01,LC01
TR1351,300000,Riri01,300000,0,0,2024-10-09,NULL,NULL,DMCABJ2200493,MG02,CP01,LC01
TR1352,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200494,MG02,CP01,LC01
TR1353,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200495,MG01,CP01,LC01
TR1354,300000,Kezi01,300000,0,0,2024-10-09,NULL,NULL,DMCABJ2200496,MG01,CP01,LC01
TR1355,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200497,MG01,CP01,LC01
TR1356,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200498,MG01,CP01,LC01
TR1357,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200499,MG02,CP01,LC01
TR1358,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200500,MG01,CP01,LC01
TR1359,300000,Kezi01,200000,0,0,2024-10-14,NULL,NULL,DMCABJ2200501,MG01,CP01,LC01
TR136,0,ILEYA,0,0,0,null,NULL,NULL,DMCC230137,MG08,CP01,LC02
TR1360,250000,Kezi01,150000,0,0,2024-10-18,NULL,NULL,DMCABJ2200502,MG01,CP01,LC01
TR1361,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200503,MG01,CP01,LC01
TR1362,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200504,MG01,CP01,LC01
TR1363,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200505,MG01,CP01,LC01
TR1364,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200506,MG01,CP01,LC01
TR1365,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJ2200507,MG01,CP01,LC01
TR1366,0,Riri01,0,0,0,null,NULL,NULL,DMCABJ2200508,MG02,CP01,LC01
TR1367,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW22001,MG01,CP01,LC01
TR1368,100000,Kezi01,50000,50000,0,2022-11-22,NULL,NULL,DMCABJMW22002,MG01,CP01,LC01
TR1369,88000,Kezi01,44000,44000,0,2022-12-20,NULL,NULL,DMCABJMW22003,MG01,CP01,LC01
TR137,55000,ILEYA,55000,0,0,2022-07-14,NULL,NULL,DMCC230138,MG08,CP01,LC02
TR1370,100000,Kezi01,100000,0,0,2022-11-15,2024-06-10,NULL,DMCABJMW22004,MG01,CP01,LC01
TR1371,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW22005,MG01,CP01,LC01
TR1372,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW22006,MG01,CP01,LC01
TR1373,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW22007,MG01,CP01,LC01
TR1374,120000,Kezi01,60000,60000,0,2022-11-21,NULL,NULL,DMCABJMW22008,MG01,CP01,LC01
TR1375,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW22009,MG01,CP01,LC01
TR1376,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220010,MG01,CP01,LC01
TR1377,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220011,MG01,CP01,LC01
TR1378,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220012,MG01,CP01,LC01
TR1379,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220013,MG01,CP01,LC01
TR138,55000,ILEYA,55000,0,0,2022-07-13,NULL,NULL,DMCC230139,MG08,CP01,LC02
TR1380,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220014,MG01,CP01,LC01
TR1381,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220015,MG01,CP01,LC01
TR1382,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220016,MG01,CP01,LC01
TR1383,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220017,MG01,CP01,LC01
TR1384,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220018,MG01,CP01,LC01
TR1385,115000,Kezi01,65000,50000,0,2023-05-25,NULL,NULL,DMCABJMW220019,MG01,CP01,LC01
TR1386,110000,Koby,110000,0,0,2023-05-08,NULL,NULL,DMCABJMW220020,MG01,CP01,LC01
TR1387,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220021,MG01,CP01,LC01
TR1388,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220022,MG07,CP01,LC01
TR1389,110000,Kezi01,110000,0,0,2023-07-05,NULL,NULL,DMCABJMW220023,NULL,CP01,LC01
TR139,55000,ILEYA,55000,0,0,2022-07-16,NULL,NULL,DMCC230140,MG08,CP01,LC02
TR1390,115000,Kezi01,57500,57500,0,2023-05-10,NULL,NULL,DMCABJMW220024,MG07,CP01,LC01
TR1391,110000,Kezi01,110000,0,0,2023-05-12,NULL,NULL,DMCABJMW220025,NULL,CP01,LC01
TR1392,115000,Kezi01,50000,65000,0,2023-06-30,NULL,NULL,DMCABJMW220026,MG01,CP01,LC01
TR1393,110000,Kezi01,110000,0,0,2023-05-23,NULL,NULL,DMCABJMW220027,MG01,CP01,LC01
TR1394,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220028,MG01,CP01,LC01
TR1395,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220029,MG01,CP01,LC01
TR1396,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220030,MG01,CP01,LC01
TR1397,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220031,NULL,CP01,LC01
TR1398,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220032,NULL,CP01,LC01
TR1399,120000,Kezi01,80000,40000,0,2023-06-07,NULL,NULL,DMCABJMW220033,MG01,CP01,LC01
TR14,67000,1001OPARA,20000,25000,0,2021-05-01,NULL,NULL,DMCC23015,MG03,CP01,LC02
TR140,55000,ILEYA,55000,0,0,2022-07-14,NULL,NULL,DMCC230141,MG08,CP01,LC02
TR1400,110000,Kezi01,110000,0,0,2023-05-30,NULL,NULL,DMCABJMW220034,MG01,CP01,LC01
TR1401,110000,Kezi01,110000,0,0,2023-06-06,NULL,NULL,DMCABJMW220035,MG01,CP01,LC01
TR1402,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220036,MG01,CP01,LC01
TR1403,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220037,NULL,CP01,LC01
TR1404,115000,Kezi01,57500,57500,0,2023-06-27,NULL,NULL,DMCABJMW220038,MG01,CP01,LC01
TR1405,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220039,MG01,CP01,LC01
TR1406,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220040,MG01,CP01,LC01
TR1407,115000,Kezi01,60000,55000,0,2023-06-08,NULL,NULL,DMCABJMW220041,MG01,CP01,LC01
TR1408,115000,Kezi01,60000,55000,0,2023-06-07,NULL,NULL,DMCABJMW220042,MG01,CP01,LC01
TR1409,115000,Kezi01,56000,59000,0,2023-06-10,NULL,NULL,DMCABJMW220043,MG01,CP01,LC01
TR141,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230142,NULL,CP01,LC02
TR1410,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220044,MG01,CP01,LC01
TR1411,70000,Kezi01,70000,0,0,2023-06-08,NULL,NULL,DMCABJMW220045,MG01,CP01,LC01
TR1412,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220046,MG01,CP01,LC01
TR1413,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220047,MG01,CP01,LC01
TR1414,100000,Kezi01,50000,0,0,2023-06-17,NULL,NULL,DMCABJMW220048,MG01,CP01,LC01
TR1415,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220049,MG01,CP01,LC01
TR1416,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220050,MG01,CP01,LC01
TR1417,115000,Kezi01,60000,55000,0,2023-08-22,NULL,NULL,DMCABJMW220051,MG01,CP01,LC01
TR1418,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220052,MG01,CP01,LC01
TR1419,75000,Kezi01,75000,0,0,2023-07-19,NULL,NULL,DMCABJMW220053,MG01,CP01,LC01
TR142,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230143,MG08,CP01,LC02
TR1420,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220054,MG01,CP01,LC01
TR1421,120000,Kezi01,60000,60000,0,2023-08-02,NULL,NULL,DMCABJMW220055,MG01,CP01,LC01
TR1422,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220056,MG01,CP01,LC01
TR1423,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220057,MG01,CP01,LC01
TR1424,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220058,MG01,CP01,LC01
TR1425,110000,Kunle01,110000,0,0,2023-08-01,NULL,NULL,DMCABJMW220059,MG08,CP01,LC01
TR1426,120000,Kezi01,60000,60000,20000,2023-07-31,NULL,NULL,DMCABJMW220060,MG01,CP01,LC01
TR1427,110000,Kezi01,110000,0,0,2023-08-01,NULL,NULL,DMCABJMW220061,MG01,CP01,LC01
TR1428,110000,Kezi01,110000,0,0,2023-08-01,NULL,NULL,DMCABJMW220062,MG01,CP01,LC01
TR1429,120000,Kezi01,75000,0,0,2023-07-30,NULL,NULL,DMCABJMW220063,MG01,CP01,LC01
TR143,60000,Excel boss,60000,0,0,2022-08-18,NULL,NULL,DMCC230144,MG08,CP01,LC02
TR1430,120000,Kezi01,60000,60000,0,2023-07-31,NULL,NULL,DMCABJMW220064,MG01,CP01,LC01
TR1431,110000,Kezi01,110000,0,0,2023-08-01,NULL,NULL,DMCABJMW220065,MG01,CP01,LC01
TR1432,120000,Kezi01,72000,48000,0,2023-08-23,NULL,NULL,DMCABJMW220066,MG01,CP01,LC01
TR1433,120000,Kezi01,50000,70000,0,2023-08-01,NULL,NULL,DMCABJMW220067,MG01,CP01,LC01
TR1434,110000,Chiamaka,60000,50000,0,2023-08-28,NULL,NULL,DMCABJMW220068,MG01,CP01,LC01
TR1435,120000,Kezi01,70000,50000,0,2023-09-01,NULL,NULL,DMCABJMW220069,MG01,CP01,LC01
TR1436,110000,Kezi01,60000,50000,0,2023-09-01,NULL,NULL,DMCABJMW220070,MG01,CP01,LC01
TR1437,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220071,MG01,CP01,LC01
TR1438,120000,Kezi01,72000,30000,18000,2023-09-01,NULL,NULL,DMCABJMW220072,MG01,CP01,LC01
TR1439,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220073,MG01,CP01,LC01
TR144,60000,Excel boss,60000,0,0,2022-08-20,NULL,NULL,DMCC230145,MG08,CP01,LC02
TR1440,120000,Gracewealth,72000,48000,0,2023-09-03,NULL,NULL,DMCABJMW220074,MG01,CP01,LC01
TR1441,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220075,MG01,CP01,LC01
TR1442,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220076,MG01,CP01,LC01
TR1443,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220077,MG01,CP01,LC01
TR1444,110000,Kezi01,110000,0,0,2023-09-02,NULL,NULL,DMCABJMW220078,MG01,CP01,LC01
TR1445,110000,Kezi01,110000,0,0,2023-09-03,NULL,NULL,DMCABJMW220079,MG01,CP01,LC01
TR1446,120000,Kezi01,60000,60000,0,2023-09-21,2023-09-21,NULL,DMCABJMW220080,MG01,CP01,LC01
TR1447,0,,0,0,0,null,NULL,NULL,DMCABJMW220081,MG01,CP01,LC01
TR1448,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220082,MG01,CP01,LC01
TR1449,120000,Kezi01,80000,40000,0,2023-09-25,NULL,NULL,DMCABJMW220083,MG01,CP01,LC01
TR145,40000,Excel boss,25000,15000,0,2022-08-19,NULL,NULL,DMCC230146,MG08,CP01,LC02
TR1450,75000,Vivian,42000,33000,0,2023-09-26,NULL,NULL,DMCABJMW220084,MG12,CP01,LC01
