CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCC230300,1/29/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230301,1/30/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230302,1/30/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230303,1/30/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230304,1/30/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230305,1/31/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230306,2/1/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230307,2/4/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230308,2/4/2024,Closed Lost,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230309,2/4/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230310,2/4/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230311,2/4/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230312,2/5/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230313,2/6/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230314,2/6/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230315,2/8/2024,Closed Won,,NULL,Weekend,Physical,MG06,CP01,LC02
DMCC230316,2/9/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230317,2/13/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230318,2/18/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230319,2/18/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230320,2/18/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230321,2/19/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230322,2/19/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230323,2/19/2024,Closed Lost,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230324,2/19/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230325,2/19/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230326,2/19/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230327,2/19/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230328,2/20/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230329,2/20/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230330,2/20/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230331,2/20/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230332,2/20/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230333,2/21/2024,Prospecting,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230334,2/22/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230335,2/22/2024,Closed Lost,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230336,2/22/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230337,2/23/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230338,2/24/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230339,2/25/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230340,2/26/2024,Part Paid,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230341,2/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230342,2/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230343,2/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230344,2/27/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230345,2/28/2024,Closed Lost,,NULL,Weekend,Virtual,MG12,CP01,LC02
DMCC230346,2/29/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230347,3/1/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230348,3/2/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230349,3/2/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230350,3/6/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230351,3/7/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230352,3/7/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230353,3/7/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230354,3/17/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230355,3/17/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230356,3/18/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230357,3/19/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230358,3/19/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230359,3/20/2024,Closed Lost,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230360,3/21/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230361,3/22/2024,Closed Lost,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230362,3/22/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230363,3/23/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230364,3/24/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230365,3/24/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230366,3/24/2024,Closed Lost,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230367,3/24/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230368,3/24/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230369,3/24/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230370,3/25/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230371,3/25/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230372,3/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230373,3/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230374,3/29/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230375,3/30/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230376,3/31/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230377,4/1/2024,Closed Won,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230378,4/1/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230379,4/4/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230380,4/20/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230381,4/23/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230382,4/23/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230383,4/23/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230384,4/26/2024,Committed to Pay,,NULL,1-on-1,Virtual,MG06,CP01,LC02
DMCC230385,4/28/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230386,4/28/2024,Nurturing,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230387,4/28/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230388,4/29/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230389,4/29/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230390,4/29/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC02
DMCC230391,4/30/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230392,4/30/2024,Nurturing,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230393,4/30/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230394,5/2/2024,Closed Won,,NULL,Weekend,Physical,MG06,CP01,LC02
DMCC230395,5/2/2024,Closed Won,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230396,5/3/2024,Part Paid,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230397,5/6/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230398,5/6/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230399,5/8/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230400,5/8/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230401,5/8/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230402,5/9/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230403,5/16/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230404,5/18/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230405,5/20/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230406,5/20/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230407,5/20/2024,Prospecting,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230408,5/20/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230409,5/22/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230410,5/23/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230411,5/24/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230412,5/25/2024,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230413,5/25/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230414,5/26/2024,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230415,5/26/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230416,5/27/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230417,5/27/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230418,5/28/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230419,5/28/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230420,5/28/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230421,5/29/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230422,5/30/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230423,5/30/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230424,5/30/2024,Nurturing,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230425,5/31/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230426,5/31/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230427,5/31/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230428,6/1/2024,Nurturing,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230429,6/1/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230430,6/1/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230431,6/2/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230432,6/2/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230433,6/4/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230434,6/4/2024,Prospecting,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230435,6/4/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230436,6/4/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230437,6/4/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230438,6/5/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230439,6/6/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230440,6/7/2024,Closed Won,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230441,6/16/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC02
DMCC230442,6/19/2024,Nurturing,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230443,6/21/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230444,6/21/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230445,6/21/2024,Closed Lost,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230446,6/21/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230447,6/22/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230448,6/23/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230449,6/23/2024,Nurturing,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230450,6/24/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230451,6/25/2024,Nurturing,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230452,6/25/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230453,6/26/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230454,6/27/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230455,6/27/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230456,6/27/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230457,6/28/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230458,6/28/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230459,6/29/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230460,7/1/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230461,7/2/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230462,7/4/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230463,7/4/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230464,7/5/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230465,7/5/2024,Part Paid,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230466,7/5/2024,Part Paid,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230467,7/6/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230468,7/9/2024,Part Paid,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230469,7/10/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230470,7/12/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230471,7/13/2024,Committed to Pay,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230472,7/19/2024,Closed Lost,,NULL,1-on-1,Physical,MG12,CP01,LC02
DMCC230473,7/19/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230474,7/20/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230475,7/22/2024,Closed Lost,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230476,7/23/2024,Nurturing,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230477,7/24/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230478,7/25/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230479,7/27/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230480,7/30/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230481,7/31/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230482,8/1/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230483,8/2/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230484,8/2/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230485,8/2/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230486,8/2/2024,Nurturing,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230487,8/3/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230488,8/3/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230489,8/4/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230490,8/4/2024,Part Paid,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230491,8/5/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230492,8/6/2024,Closed Lost,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230493,8/7/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230494,8/7/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230495,8/7/2024,Nurturing,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230496,8/8/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230497,8/9/2024,Closed Won,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230498,8/14/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230499,8/17/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230500,8/17/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230501,8/17/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230502,8/17/2024,Committed to Pay,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230503,8/18/2024,Closed Lost,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230504,8/19/2024,Closed Lost,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230505,8/19/2024,Committed to Pay,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230506,8/19/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230507,8/19/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230508,8/20/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230509,8/20/2024,Part Paid,,NULL,1-on-1,Virtual,MG04,CP01,LC02
DMCC230510,8/20/2024,Committed to Pay,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230511,8/20/2024,Committed to Pay,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230512,8/21/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230513,8/21/2024,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230514,8/23/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230515,8/23/2024,Nurturing,,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230516,8/23/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230517,8/24/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230518,8/25/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230519,8/25/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230520,8/27/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230521,8/27/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230522,8/28/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230523,8/28/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230524,8/28/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230525,8/29/2024,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230526,8/30/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230527,8/31/2024,Committed to Pay,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230528,8/31/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230529,8/31/2024,Committed to Pay,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230530,8/31/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230531,9/1/2024,Committed to Pay,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230532,9/1/2024,Committed to Pay,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230533,9/2/2024,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230534,9/3/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230535,9/3/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230536,9/4/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230537,9/5/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230538,9/7/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230539,9/10/2024,Committed to Pay,,NULL,1-on-1,Physical,MG04,CP01,LC02
DMCC230540,9/10/2024,Committed to Pay,,NULL,1-on-1,Physical,MG04,CP01,LC02
DMCC230541,9/11/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230542,9/11/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230543,9/12/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230544,9/14/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230545,9/16/2024,Nurturing,,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230546,9/16/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230547,9/17/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230548,9/19/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230549,9/19/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230550,9/21/2024,Nurturing,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230551,9/21/2024,Closed Lost,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230552,9/23/2024,Closed Lost,,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230553,9/24/2024,Closed Lost,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230554,9/24/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230555,9/25/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230556,9/25/2024,Nurturing,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230557,9/25/2024,Part Paid,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230558,9/26/2024,Nurturing,,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230559,9/27/2024,Closed Won,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230560,9/27/2024,Closed Lost,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230561,9/27/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230562,9/27/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230563,9/30/2024,Part Paid,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230564,10/2/2024,Committed to Pay,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230565,10/2/2024,Part Paid,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230566,10/3/2024,Closed Won,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230567,10/3/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230568,10/3/2024,Closed Won,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230569,10/5/2024,Part Paid,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230570,10/9/2024,Nurturing,,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230571,10/12/2024,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230572,10/14/2024,Committed to Pay,,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230573,10/20/2024,Nurturing,,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230574,10/21/2024,Part Paid,,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230575,10/22/2024,Nurturing,,NULL,Midweek,Virtual,NULL,CP01,LC02
DMCMC22001,9/8/2022,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22002,9/9/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22003,9/9/2022,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22004,9/9/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22005,9/9/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22006,9/12/2022,Part Paid,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22007,9/21/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22008,9/21/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC22009,9/22/2022,Closed Won,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220010,9/22/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220011,9/22/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220012,9/26/2022,Part Paid,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220013,9/27/2022,Part Paid,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220014,9/27/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220015,9/27/2022,Part Paid,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220016,9/27/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220017,9/27/2022,Nurturing,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220018,9/28/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220019,9/28/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220020,9/28/2022,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220021,9/29/2022,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220022,10/6/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220023,2/17/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220024,2/17/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220025,2/19/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
