Product_ID,Item Purchased,Category,Size,Color,Season,Previous Purchases,Frequency of Purchases
PR959,Sneakers,Footwear,XL,Beige,Winter,31,Bi-Weekly
PR960,Skirt,Clothing,M,Cyan,Spring,12,Fortnightly
PR961,Jewelry,Accessories,XL,Indigo,Spring,20,Quarterly
PR962,Boots,Footwear,L,Olive,Fall,37,Quarterly
PR963,Sunglasses,Accessories,L,Green,Spring,26,Fortnightly
PR964,Boots,Footwear,L,Green,Spring,14,Weekly
PR965,Sandals,Footwear,M,Beige,Spring,12,Bi-Weekly
PR966,Boots,Footwear,L,Black,Spring,10,Annually
PR967,Dress,Clothing,M,Brown,Spring,19,Annually
PR968,Hoodie,Clothing,S,Silver,Summer,4,Weekly
PR969,Shorts,Clothing,L,Gray,Summer,48,Quarterly
PR970,Coat,Outerwear,S,Pink,Fall,37,Monthly
PR971,Jeans,Clothing,S,Maroon,Winter,4,Monthly
PR972,Sunglasses,Accessories,M,Cyan,Summer,15,Weekly
PR973,Sneakers,Footwear,L,Gold,Winter,33,Weekly
PR974,Jacket,Outerwear,M,Teal,Fall,30,Quarterly
PR975,Skirt,Clothing,M,Beige,Spring,23,Monthly
PR976,Sweater,Clothing,M,Olive,Summer,2,Weekly
PR977,T-shirt,Clothing,M,Gray,Fall,50,Every 3 Months
PR978,Belt,Accessories,M,Black,Spring,34,Bi-Weekly
PR979,Gloves,Accessories,M,Turquoise,Summer,33,Weekly
PR980,Hat,Accessories,S,Brown,Fall,34,Monthly
PR981,Boots,Footwear,S,Magenta,Spring,39,Every 3 Months
PR982,Belt,Accessories,M,Silver,Spring,47,Quarterly
PR983,Coat,Outerwear,S,Red,Summer,37,Monthly
PR984,Hat,Accessories,L,Indigo,Winter,40,Bi-Weekly
PR985,Shoes,Footwear,M,Green,Summer,8,Bi-Weekly
PR986,Handbag,Accessories,M,Gray,Fall,12,Annually
PR987,Scarf,Accessories,S,Peach,Spring,36,Monthly
PR988,Handbag,Accessories,M,Charcoal,Summer,48,Weekly
PR989,Pants,Clothing,M,Orange,Winter,47,Fortnightly
PR990,Shoes,Footwear,M,Beige,Spring,2,Monthly
PR991,Sunglasses,Accessories,S,Yellow,Spring,24,Weekly
PR992,Shorts,Clothing,XL,White,Spring,40,Bi-Weekly
PR993,Jacket,Outerwear,M,Gray,Winter,50,Weekly
PR994,Sandals,Footwear,M,Peach,Winter,25,Weekly
PR995,Shoes,Footwear,L,Violet,Fall,20,Monthly
PR996,Jewelry,Accessories,M,Magenta,Spring,10,Weekly
PR997,Sandals,Footwear,L,Maroon,Summer,32,Quarterly
PR998,Pants,Clothing,M,Cyan,Spring,31,Fortnightly
PR999,Shoes,Footwear,M,White,Spring,48,Bi-Weekly
PR1000,Socks,Clothing,L,Brown,Spring,23,Monthly
PR1001,Socks,Clothing,M,Red,Winter,1,Bi-Weekly
PR1002,Dress,Clothing,M,Orange,Fall,4,Fortnightly
PR1003,Shoes,Footwear,M,White,Spring,3,Bi-Weekly
PR1004,Hat,Accessories,M,Green,Fall,3,Bi-Weekly
PR1005,Backpack,Accessories,M,Black,Summer,44,Annually
PR1006,Backpack,Accessories,M,Gold,Winter,5,Bi-Weekly
PR1007,Pants,Clothing,S,Lavender,Summer,50,Quarterly
PR1008,Gloves,Accessories,XL,Turquoise,Spring,2,Annually
PR1009,Scarf,Accessories,M,Pink,Spring,29,Annually
PR1010,Hoodie,Clothing,M,Silver,Summer,11,Annually
PR1011,Jeans,Clothing,XL,Gray,Spring,37,Fortnightly
PR1012,Backpack,Accessories,L,Indigo,Spring,32,Fortnightly
PR1013,Sandals,Footwear,L,Teal,Summer,27,Annually
PR1014,Belt,Accessories,XL,Green,Summer,31,Bi-Weekly
PR1015,Shoes,Footwear,M,Violet,Summer,36,Fortnightly
PR1016,Gloves,Accessories,M,Cyan,Summer,34,Weekly
PR1017,Belt,Accessories,XL,Blue,Summer,15,Every 3 Months
PR1018,Jacket,Outerwear,L,Orange,Fall,14,Annually
PR1019,Dress,Clothing,XL,Charcoal,Spring,46,Weekly
PR1020,Shirt,Clothing,S,Beige,Winter,33,Bi-Weekly
PR1021,Scarf,Accessories,M,Black,Fall,41,Annually
PR1022,Coat,Outerwear,S,Lavender,Winter,39,Weekly
PR1023,Handbag,Accessories,M,Lavender,Winter,7,Annually
PR1024,Sunglasses,Accessories,S,Turquoise,Winter,29,Every 3 Months
PR1025,T-shirt,Clothing,M,Purple,Summer,18,Quarterly
PR1026,Shirt,Clothing,M,Olive,Winter,15,Annually
PR1027,Handbag,Accessories,L,Turquoise,Winter,39,Bi-Weekly
PR1028,Jewelry,Accessories,L,Teal,Summer,11,Monthly
PR1029,Hoodie,Clothing,S,Lavender,Summer,4,Fortnightly
PR1030,Gloves,Accessories,M,Purple,Spring,33,Bi-Weekly
PR1031,Coat,Outerwear,L,Blue,Winter,37,Quarterly
PR1032,Sandals,Footwear,M,Teal,Spring,32,Quarterly
PR1033,Boots,Footwear,M,Lavender,Fall,44,Quarterly
PR1034,Pants,Clothing,S,Silver,Spring,41,Quarterly
PR1035,Socks,Clothing,M,Olive,Fall,44,Weekly
PR1036,Blouse,Clothing,M,Brown,Fall,32,Annually
PR1037,Handbag,Accessories,M,Yellow,Fall,13,Monthly
PR1038,Jewelry,Accessories,XL,Brown,Spring,48,Quarterly
PR1039,Pants,Clothing,XL,Cyan,Fall,3,Weekly
PR1040,Belt,Accessories,M,Magenta,Fall,39,Monthly
PR1041,Jeans,Clothing,S,Magenta,Fall,7,Fortnightly
PR1042,Shirt,Clothing,M,Orange,Summer,11,Fortnightly
PR1043,Belt,Accessories,M,Maroon,Spring,47,Weekly
PR1044,Jeans,Clothing,M,Green,Spring,28,Fortnightly
PR1045,Jeans,Clothing,L,Teal,Summer,17,Every 3 Months
PR1046,Sweater,Clothing,L,Black,Fall,11,Bi-Weekly
PR1047,Sneakers,Footwear,M,Magenta,Winter,12,Annually
PR1048,Socks,Clothing,S,Olive,Fall,7,Fortnightly
PR1049,Socks,Clothing,L,Yellow,Fall,19,Fortnightly
PR1050,Sunglasses,Accessories,S,Purple,Fall,24,Quarterly
PR1051,Sneakers,Footwear,M,Beige,Winter,19,Monthly
PR1052,Socks,Clothing,M,Indigo,Fall,39,Annually
PR1053,Shoes,Footwear,XL,Pink,Fall,1,Fortnightly
PR1054,Blouse,Clothing,M,Blue,Spring,10,Bi-Weekly
PR1055,Shorts,Clothing,L,Cyan,Winter,48,Quarterly
PR1056,Jacket,Outerwear,M,Orange,Spring,24,Annually
PR1057,Sweater,Clothing,L,Black,Winter,42,Fortnightly
PR1058,Jacket,Outerwear,S,Maroon,Spring,20,Weekly
PR1059,Scarf,Accessories,L,Violet,Summer,49,Every 3 Months
PR1060,Jacket,Outerwear,M,Beige,Winter,25,Monthly
PR1061,Sweater,Clothing,S,Gray,Summer,21,Every 3 Months
PR1062,Coat,Outerwear,M,Gray,Summer,12,Every 3 Months
PR1063,Boots,Footwear,M,Brown,Fall,21,Every 3 Months
PR1064,Hoodie,Clothing,S,Indigo,Summer,35,Monthly
PR1065,Hat,Accessories,M,Violet,Spring,42,Every 3 Months
PR1066,T-shirt,Clothing,XL,Blue,Spring,3,Every 3 Months
PR1067,Coat,Outerwear,M,Red,Winter,11,Bi-Weekly
PR1068,Dress,Clothing,S,Peach,Summer,22,Quarterly
PR1069,Shirt,Clothing,M,Olive,Fall,47,Weekly
PR1070,Skirt,Clothing,XL,White,Fall,33,Every 3 Months
PR1071,Jewelry,Accessories,M,Magenta,Summer,50,Weekly
PR1072,Hat,Accessories,M,Beige,Summer,46,Monthly
PR1073,Shorts,Clothing,L,Gold,Fall,34,Fortnightly
PR1074,Scarf,Accessories,XL,Purple,Spring,33,Monthly
PR1075,Jewelry,Accessories,S,White,Fall,45,Fortnightly
PR1076,Sunglasses,Accessories,L,Indigo,Summer,32,Bi-Weekly
PR1077,Coat,Outerwear,L,Charcoal,Spring,47,Bi-Weekly
PR1078,Jacket,Outerwear,M,Pink,Winter,5,Quarterly
PR1079,Sweater,Clothing,M,Silver,Fall,49,Fortnightly
PR1080,Coat,Outerwear,S,Blue,Summer,48,Monthly
PR1081,Scarf,Accessories,L,Blue,Fall,22,Every 3 Months
PR1082,Belt,Accessories,XL,Brown,Spring,45,Annually
PR1083,Hat,Accessories,XL,Cyan,Winter,30,Quarterly
PR1084,Backpack,Accessories,L,Teal,Summer,43,Weekly
PR1085,T-shirt,Clothing,S,Purple,Fall,48,Quarterly
PR1086,Jewelry,Accessories,M,Turquoise,Winter,23,Fortnightly
PR1087,Sunglasses,Accessories,M,Olive,Winter,27,Bi-Weekly
PR1088,Jeans,Clothing,S,White,Winter,7,Monthly
PR1089,Pants,Clothing,M,Turquoise,Winter,2,Weekly
PR1090,Backpack,Accessories,M,Silver,Spring,33,Bi-Weekly
PR1091,Scarf,Accessories,M,Violet,Spring,27,Fortnightly
PR1092,Sweater,Clothing,L,Lavender,Spring,6,Fortnightly
PR1093,Jewelry,Accessories,L,Magenta,Spring,20,Quarterly
PR1094,Sneakers,Footwear,S,Indigo,Winter,46,Every 3 Months
PR1095,Jewelry,Accessories,M,Black,Winter,25,Quarterly
PR1096,Coat,Outerwear,S,Peach,Summer,30,Quarterly
PR1097,Coat,Outerwear,S,Beige,Fall,48,Annually
PR1098,Sunglasses,Accessories,M,Black,Summer,47,Weekly
PR1099,Handbag,Accessories,S,Turquoise,Spring,27,Weekly
PR1100,Sweater,Clothing,M,Peach,Fall,45,Fortnightly
PR1101,Pants,Clothing,L,Gold,Spring,2,Weekly
PR1102,Gloves,Accessories,XL,Silver,Fall,39,Fortnightly
PR1103,Sweater,Clothing,M,Peach,Fall,24,Fortnightly
PR1104,Hoodie,Clothing,S,Charcoal,Spring,8,Bi-Weekly
PR1105,Hat,Accessories,M,Beige,Fall,8,Quarterly
PR1106,T-shirt,Clothing,S,Olive,Spring,6,Every 3 Months
PR1107,Skirt,Clothing,L,Violet,Winter,12,Fortnightly
PR1108,Sneakers,Footwear,M,Peach,Fall,26,Weekly
PR1109,Shorts,Clothing,M,Teal,Fall,50,Fortnightly
PR1110,Hoodie,Clothing,L,Violet,Winter,2,Weekly
PR1111,Hoodie,Clothing,L,Cyan,Fall,31,Bi-Weekly
PR1112,Shoes,Footwear,S,Olive,Summer,4,Bi-Weekly
PR1113,Hoodie,Clothing,XL,Pink,Spring,32,Quarterly
PR1114,Sunglasses,Accessories,M,Purple,Summer,11,Bi-Weekly
PR1115,Skirt,Clothing,L,Violet,Fall,47,Every 3 Months
PR1116,Hat,Accessories,S,Peach,Fall,37,Weekly
PR1117,Backpack,Accessories,M,Charcoal,Winter,39,Fortnightly
PR1118,Sunglasses,Accessories,L,Lavender,Spring,24,Monthly
PR1119,Belt,Accessories,M,Purple,Summer,11,Every 3 Months
PR1120,Jewelry,Accessories,M,Indigo,Spring,36,Weekly
PR1121,Sneakers,Footwear,M,Magenta,Winter,40,Monthly
PR1122,T-shirt,Clothing,XL,Peach,Fall,25,Quarterly
PR1123,Handbag,Accessories,S,Charcoal,Spring,12,Annually
PR1124,Hat,Accessories,S,Purple,Fall,38,Monthly
PR1125,Sweater,Clothing,M,Orange,Spring,40,Quarterly
PR1126,Sandals,Footwear,M,Lavender,Summer,10,Weekly
PR1127,Scarf,Accessories,L,Beige,Winter,47,Fortnightly
PR1128,Shirt,Clothing,XL,Maroon,Spring,22,Monthly
PR1129,Gloves,Accessories,L,Charcoal,Winter,35,Monthly
PR1130,Hoodie,Clothing,XL,White,Winter,46,Fortnightly
PR1131,Jewelry,Accessories,M,Lavender,Summer,30,Bi-Weekly
PR1132,Shirt,Clothing,M,Black,Spring,20,Monthly
PR1133,Hoodie,Clothing,S,Teal,Spring,25,Fortnightly
PR1134,Shoes,Footwear,XL,Magenta,Winter,29,Weekly
PR1135,T-shirt,Clothing,M,Brown,Summer,2,Every 3 Months
PR1136,Skirt,Clothing,L,Peach,Winter,32,Quarterly
PR1137,Handbag,Accessories,S,Cyan,Summer,37,Monthly
PR1138,Shirt,Clothing,XL,Pink,Winter,16,Every 3 Months
PR1139,Pants,Clothing,M,Purple,Summer,32,Fortnightly
PR1140,Coat,Outerwear,L,Purple,Spring,42,Bi-Weekly
PR1141,Jeans,Clothing,M,White,Winter,6,Every 3 Months
PR1142,Gloves,Accessories,S,Silver,Winter,23,Fortnightly
PR1143,T-shirt,Clothing,L,Green,Spring,27,Bi-Weekly
PR1144,Boots,Footwear,L,Teal,Winter,43,Quarterly
PR1145,Jeans,Clothing,S,Indigo,Fall,25,Fortnightly
PR1146,Sneakers,Footwear,L,Pink,Summer,30,Every 3 Months
PR1147,Sneakers,Footwear,M,Indigo,Summer,7,Every 3 Months
PR1148,Hat,Accessories,XL,Red,Winter,17,Annually
PR1149,Pants,Clothing,M,Violet,Spring,10,Fortnightly
PR1150,Jewelry,Accessories,L,Cyan,Spring,40,Annually
PR1151,Jewelry,Accessories,S,Red,Winter,50,Bi-Weekly
PR1152,Blouse,Clothing,M,Gray,Spring,24,Weekly
PR1153,Handbag,Accessories,M,Gold,Fall,8,Every 3 Months
PR1154,Shirt,Clothing,M,Pink,Summer,6,Quarterly
PR1155,Dress,Clothing,L,Cyan,Spring,44,Bi-Weekly
PR1156,T-shirt,Clothing,S,Red,Fall,47,Quarterly
PR1157,Shoes,Footwear,M,Gold,Summer,6,Every 3 Months
PR1158,Belt,Accessories,M,Charcoal,Fall,11,Quarterly
PR1159,Belt,Accessories,L,Orange,Summer,41,Annually
PR1160,Handbag,Accessories,L,Blue,Fall,46,Every 3 Months
PR1161,Scarf,Accessories,S,Blue,Summer,9,Bi-Weekly
PR1162,Shorts,Clothing,S,Orange,Fall,37,Monthly
PR1163,Sandals,Footwear,M,Blue,Winter,13,Weekly
PR1164,Pants,Clothing,L,White,Summer,24,Monthly
PR1165,Dress,Clothing,M,Green,Winter,47,Quarterly
PR1166,T-shirt,Clothing,M,Silver,Winter,21,Every 3 Months
PR1167,Dress,Clothing,S,Lavender,Winter,22,Fortnightly
PR1168,Socks,Clothing,XL,Beige,Summer,16,Quarterly
PR1169,Scarf,Accessories,L,Violet,Summer,37,Fortnightly
PR1170,Backpack,Accessories,S,Gray,Fall,3,Annually
PR1171,Skirt,Clothing,S,Red,Spring,33,Bi-Weekly
PR1172,Socks,Clothing,M,Lavender,Spring,15,Annually
PR1173,Coat,Outerwear,L,Peach,Spring,42,Bi-Weekly
PR1174,Jewelry,Accessories,M,Indigo,Winter,42,Bi-Weekly
PR1175,Backpack,Accessories,M,Black,Winter,19,Bi-Weekly
PR1176,Belt,Accessories,M,Beige,Spring,26,Quarterly
PR1177,Dress,Clothing,M,Red,Winter,39,Quarterly
PR1178,Skirt,Clothing,M,Black,Spring,24,Monthly
PR1179,Dress,Clothing,M,Teal,Spring,23,Annually
PR1180,T-shirt,Clothing,M,Blue,Summer,44,Annually
PR1181,Skirt,Clothing,S,Beige,Spring,34,Monthly
PR1182,Shorts,Clothing,L,Teal,Summer,43,Quarterly
PR1183,Jewelry,Accessories,M,Maroon,Spring,45,Quarterly
PR1184,Pants,Clothing,M,Yellow,Spring,4,Weekly
PR1185,Belt,Accessories,S,Indigo,Fall,19,Annually
PR1186,Jeans,Clothing,M,Magenta,Spring,29,Monthly
PR1187,Jeans,Clothing,M,Beige,Summer,27,Annually
PR1188,Hat,Accessories,L,Maroon,Fall,37,Every 3 Months
PR1189,Blouse,Clothing,M,Magenta,Summer,11,Weekly
PR1190,Shirt,Clothing,XL,Teal,Summer,28,Annually
PR1191,Shirt,Clothing,M,Orange,Winter,31,Weekly
PR1192,T-shirt,Clothing,L,Charcoal,Winter,50,Quarterly
PR1193,Coat,Outerwear,M,Turquoise,Summer,42,Quarterly
PR1194,Jacket,Outerwear,L,Pink,Fall,18,Fortnightly
PR1195,Hoodie,Clothing,S,Teal,Winter,6,Fortnightly
PR1196,Scarf,Accessories,M,White,Winter,33,Monthly
PR1197,Belt,Accessories,M,Maroon,Winter,13,Bi-Weekly
PR1198,Sneakers,Footwear,L,Violet,Fall,26,Annually
PR1199,Socks,Clothing,M,Brown,Summer,17,Annually
PR1200,Sandals,Footwear,M,Indigo,Fall,3,Weekly
PR1201,Coat,Outerwear,XL,Black,Winter,7,Weekly
PR1202,Shoes,Footwear,XL,Black,Summer,46,Fortnightly
PR1203,Scarf,Accessories,S,Olive,Spring,14,Every 3 Months
PR1204,Sneakers,Footwear,M,Orange,Winter,23,Annually
PR1205,Belt,Accessories,M,Pink,Spring,20,Every 3 Months
PR1206,Handbag,Accessories,M,Olive,Spring,38,Fortnightly
PR1207,Handbag,Accessories,S,Cyan,Fall,16,Every 3 Months
PR1208,Boots,Footwear,M,White,Summer,48,Every 3 Months
PR1209,Boots,Footwear,S,Red,Winter,8,Annually
PR1210,Pants,Clothing,M,Blue,Winter,16,Monthly
PR1211,Sunglasses,Accessories,M,Olive,Fall,5,Quarterly
PR1212,Hoodie,Clothing,M,Green,Spring,14,Every 3 Months
PR1213,Shoes,Footwear,M,Yellow,Summer,18,Weekly
PR1214,Handbag,Accessories,XL,Black,Spring,14,Every 3 Months
PR1215,Jacket,Outerwear,M,Blue,Fall,5,Every 3 Months
PR1216,Blouse,Clothing,L,Pink,Winter,15,Every 3 Months
PR1217,Pants,Clothing,XL,Lavender,Summer,3,Every 3 Months
PR1218,Boots,Footwear,XL,Cyan,Fall,12,Every 3 Months
PR1219,Boots,Footwear,M,Cyan,Spring,43,Every 3 Months
PR1220,Sweater,Clothing,M,Gold,Winter,35,Bi-Weekly
PR1221,Gloves,Accessories,M,Green,Winter,36,Quarterly
PR1222,Socks,Clothing,M,Red,Winter,3,Quarterly
PR1223,Jeans,Clothing,L,Magenta,Fall,27,Annually
PR1224,Pants,Clothing,L,Red,Winter,21,Weekly
PR1225,Shorts,Clothing,M,Yellow,Summer,18,Weekly
PR1226,Gloves,Accessories,S,Turquoise,Fall,16,Weekly
PR1227,Sandals,Footwear,S,Cyan,Fall,18,Bi-Weekly
PR1228,Blouse,Clothing,L,Yellow,Spring,19,Bi-Weekly
PR1229,Jacket,Outerwear,S,Yellow,Winter,1,Annually
PR1230,Jewelry,Accessories,XL,Maroon,Winter,39,Annually
PR1231,Hat,Accessories,L,Brown,Spring,49,Monthly
PR1232,Socks,Clothing,M,Gold,Spring,43,Fortnightly
PR1233,Handbag,Accessories,M,Charcoal,Summer,31,Every 3 Months
PR1234,Pants,Clothing,L,Beige,Winter,40,Every 3 Months
PR1235,Gloves,Accessories,M,Indigo,Fall,2,Bi-Weekly
PR1236,Sweater,Clothing,M,Red,Spring,46,Every 3 Months
PR1237,Hat,Accessories,M,White,Summer,35,Every 3 Months
PR1238,Dress,Clothing,S,Charcoal,Spring,42,Quarterly
PR1239,Pants,Clothing,M,Violet,Winter,3,Fortnightly
PR1240,Coat,Outerwear,XL,Magenta,Spring,32,Every 3 Months
PR1241,Scarf,Accessories,L,White,Winter,48,Annually
PR1242,Hoodie,Clothing,XL,Pink,Winter,34,Weekly
PR1243,Socks,Clothing,M,Lavender,Summer,15,Quarterly
PR1244,Blouse,Clothing,S,Pink,Spring,22,Annually
PR1245,Socks,Clothing,S,Silver,Summer,2,Monthly
PR1246,Dress,Clothing,M,Violet,Fall,30,Weekly
PR1247,Hoodie,Clothing,M,Charcoal,Winter,27,Monthly
PR1248,T-shirt,Clothing,M,Charcoal,Spring,18,Bi-Weekly
PR1249,Hat,Accessories,XL,Red,Winter,8,Annually
PR1250,Boots,Footwear,M,Peach,Winter,48,Fortnightly
PR1251,Jeans,Clothing,XL,Purple,Winter,24,Monthly
PR1252,Shorts,Clothing,XL,Orange,Spring,43,Monthly
PR1253,Sandals,Footwear,L,Magenta,Fall,8,Quarterly
PR1254,Sandals,Footwear,XL,Red,Winter,49,Annually
PR1255,Sneakers,Footwear,XL,Black,Spring,2,Bi-Weekly
PR1256,Hat,Accessories,M,Peach,Fall,38,Fortnightly
PR1257,Coat,Outerwear,S,Olive,Winter,4,Fortnightly
PR1258,Dress,Clothing,L,Gold,Spring,31,Every 3 Months
PR1259,Boots,Footwear,XL,Gold,Spring,34,Every 3 Months
PR1260,Skirt,Clothing,M,Turquoise,Fall,45,Monthly
PR1261,Shirt,Clothing,XL,Green,Spring,30,Quarterly
PR1262,Shirt,Clothing,L,Maroon,Summer,2,Fortnightly
PR1263,Boots,Footwear,L,Brown,Winter,44,Monthly
PR1264,Hoodie,Clothing,L,Brown,Winter,1,Bi-Weekly
PR1265,Sweater,Clothing,S,Blue,Winter,1,Bi-Weekly
PR1266,Shirt,Clothing,M,Lavender,Spring,27,Weekly
PR1267,Blouse,Clothing,M,Peach,Fall,14,Every 3 Months
PR1268,T-shirt,Clothing,S,Gray,Spring,41,Weekly
PR1269,Jacket,Outerwear,XL,Charcoal,Winter,25,Bi-Weekly
PR1270,Jewelry,Accessories,M,Lavender,Spring,47,Quarterly
PR1271,Hoodie,Clothing,M,Green,Fall,20,Annually
PR1272,Jewelry,Accessories,S,Gray,Spring,42,Annually
PR1273,Sandals,Footwear,M,Orange,Winter,16,Monthly
PR1274,Jeans,Clothing,L,Silver,Spring,32,Every 3 Months
PR1275,Hat,Accessories,M,Olive,Spring,37,Quarterly
PR1276,Sweater,Clothing,S,Turquoise,Fall,1,Monthly
PR1277,Boots,Footwear,L,Turquoise,Spring,37,Weekly
PR1278,Blouse,Clothing,L,Green,Spring,5,Quarterly
PR1279,Shorts,Clothing,M,Violet,Fall,31,Fortnightly
PR1280,Hoodie,Clothing,L,Charcoal,Fall,18,Annually
PR1281,Pants,Clothing,L,White,Winter,39,Every 3 Months
PR1282,Belt,Accessories,M,Olive,Spring,8,Bi-Weekly
PR1283,Shirt,Clothing,L,Violet,Winter,20,Monthly
PR1284,Shirt,Clothing,M,Violet,Winter,23,Every 3 Months
PR1285,Dress,Clothing,M,Black,Spring,38,Fortnightly
PR1286,Gloves,Accessories,M,Charcoal,Fall,45,Fortnightly
PR1287,Gloves,Accessories,L,Yellow,Winter,44,Fortnightly
PR1288,Jeans,Clothing,XL,Blue,Winter,20,Monthly
PR1289,Belt,Accessories,XL,Charcoal,Winter,34,Bi-Weekly
PR1290,Jacket,Outerwear,M,Red,Fall,10,Weekly
PR1291,Skirt,Clothing,M,Indigo,Spring,3,Annually
PR1292,Sandals,Footwear,S,Beige,Spring,23,Fortnightly
PR1293,Belt,Accessories,M,Maroon,Summer,42,Annually
PR1294,Sweater,Clothing,XL,Yellow,Fall,30,Annually
PR1295,Shirt,Clothing,M,Silver,Summer,21,Every 3 Months
PR1296,Sneakers,Footwear,M,Olive,Fall,50,Weekly
PR1297,Jeans,Clothing,S,Teal,Spring,16,Bi-Weekly
PR1298,Sandals,Footwear,M,Silver,Summer,32,Annually
PR1299,Pants,Clothing,S,Indigo,Summer,14,Fortnightly
PR1300,Belt,Accessories,L,Teal,Fall,42,Bi-Weekly
PR1301,T-shirt,Clothing,M,Charcoal,Spring,47,Every 3 Months
PR1302,Shirt,Clothing,M,Orange,Fall,21,Weekly
PR1303,Sneakers,Footwear,M,Gold,Fall,37,Monthly
PR1304,Blouse,Clothing,L,Silver,Summer,10,Annually
PR1305,Backpack,Accessories,S,Orange,Spring,18,Every 3 Months
PR1306,Pants,Clothing,XL,Peach,Spring,2,Every 3 Months
PR1307,Sweater,Clothing,L,Brown,Winter,40,Annually
PR1308,Coat,Outerwear,L,Black,Summer,43,Annually
PR1309,Dress,Clothing,L,Red,Summer,14,Every 3 Months
PR1310,Blouse,Clothing,L,Lavender,Summer,41,Quarterly
PR1311,Hoodie,Clothing,L,Brown,Winter,38,Every 3 Months
PR1312,Shoes,Footwear,M,Maroon,Fall,12,Annually
PR1313,T-shirt,Clothing,M,Violet,Winter,19,Monthly
PR1314,Shoes,Footwear,M,Lavender,Summer,23,Bi-Weekly
PR1315,Boots,Footwear,S,Magenta,Summer,49,Annually
PR1316,Shorts,Clothing,L,Green,Spring,29,Quarterly
PR1317,Belt,Accessories,S,Lavender,Spring,14,Bi-Weekly
PR1318,Pants,Clothing,M,Green,Spring,19,Monthly
PR1319,Shorts,Clothing,M,Maroon,Spring,19,Bi-Weekly
PR1320,Sunglasses,Accessories,M,Magenta,Spring,48,Weekly
PR1321,Hat,Accessories,XL,Teal,Fall,19,Annually
PR1322,T-shirt,Clothing,L,Orange,Winter,45,Every 3 Months
PR1323,Pants,Clothing,M,Violet,Winter,17,Quarterly
PR1324,Shorts,Clothing,M,Yellow,Spring,15,Every 3 Months
PR1325,Jewelry,Accessories,S,Orange,Summer,11,Fortnightly
PR1326,Backpack,Accessories,L,Gold,Summer,1,Monthly
PR1327,Shoes,Footwear,M,Indigo,Spring,17,Monthly
PR1328,Coat,Outerwear,M,Turquoise,Winter,37,Weekly
PR1329,Sweater,Clothing,M,Orange,Winter,40,Weekly
PR1330,Gloves,Accessories,M,Indigo,Fall,50,Every 3 Months
PR1331,Handbag,Accessories,M,Charcoal,Fall,20,Bi-Weekly
PR1332,Socks,Clothing,M,Lavender,Spring,8,Bi-Weekly
PR1333,Hoodie,Clothing,S,Gold,Spring,16,Quarterly
PR1334,Pants,Clothing,M,Lavender,Winter,9,Quarterly
PR1335,Coat,Outerwear,S,White,Spring,12,Monthly
PR1336,Boots,Footwear,M,Lavender,Fall,26,Weekly
PR1337,Sneakers,Footwear,M,Charcoal,Spring,44,Fortnightly
PR1338,Sweater,Clothing,L,Silver,Spring,19,Bi-Weekly
PR1339,Handbag,Accessories,S,Yellow,Winter,43,Fortnightly
PR1340,Belt,Accessories,L,Olive,Winter,5,Every 3 Months
PR1341,Belt,Accessories,M,Peach,Fall,5,Every 3 Months
PR1342,Hoodie,Clothing,XL,Yellow,Fall,31,Quarterly
PR1343,Sunglasses,Accessories,XL,Yellow,Summer,11,Monthly
PR1344,Sneakers,Footwear,M,Indigo,Spring,34,Monthly
PR1345,T-shirt,Clothing,S,Violet,Fall,14,Annually
PR1346,Dress,Clothing,M,White,Fall,42,Weekly
PR1347,Hoodie,Clothing,L,White,Winter,15,Bi-Weekly
PR1348,Sweater,Clothing,M,Cyan,Summer,47,Monthly
PR1349,Belt,Accessories,XL,Purple,Spring,23,Fortnightly
PR1350,Socks,Clothing,XL,Black,Spring,23,Bi-Weekly
PR1351,Sunglasses,Accessories,M,Orange,Fall,1,Every 3 Months
PR1352,Coat,Outerwear,L,Maroon,Summer,28,Quarterly
PR1353,Hat,Accessories,XL,Orange,Spring,37,Bi-Weekly
PR1354,Pants,Clothing,M,Teal,Winter,4,Every 3 Months
PR1355,Backpack,Accessories,M,Gray,Spring,21,Quarterly
PR1356,Shorts,Clothing,M,Blue,Summer,50,Bi-Weekly
PR1357,Jacket,Outerwear,M,Cyan,Spring,34,Annually
PR1358,Backpack,Accessories,S,Red,Summer,20,Quarterly
PR1359,Scarf,Accessories,XL,Pink,Spring,25,Every 3 Months
PR1360,Hoodie,Clothing,S,Cyan,Winter,26,Fortnightly
PR1361,Skirt,Clothing,L,Black,Fall,4,Annually
PR1362,Dress,Clothing,M,Beige,Fall,39,Monthly
PR1363,Coat,Outerwear,M,Gray,Fall,29,Weekly
PR1364,Blouse,Clothing,L,Red,Summer,47,Quarterly
PR1365,Hat,Accessories,L,Yellow,Fall,5,Every 3 Months
PR1366,Handbag,Accessories,M,Magenta,Winter,18,Fortnightly
PR1367,Belt,Accessories,M,Magenta,Fall,10,Fortnightly
PR1368,Belt,Accessories,S,Black,Fall,25,Quarterly
PR1369,Shirt,Clothing,L,Orange,Summer,2,Weekly
PR1370,Shoes,Footwear,M,Green,Winter,48,Fortnightly
PR1371,Scarf,Accessories,L,Peach,Summer,41,Every 3 Months
PR1372,Pants,Clothing,M,Charcoal,Spring,42,Monthly
PR1373,Blouse,Clothing,M,Gray,Fall,44,Bi-Weekly
