Trans_ID,Purchase Amount (USD),Location,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Product_ID,Customer ID
TR887,54,Utah,PayPal,Express,Yes,Yes,Bank Transfer,PR887,Cu887
TR888,47,Minnesota,Credit Card,2-Day Shipping,Yes,Yes,PayPal,PR888,Cu888
TR889,77,New Hampshire,Venmo,Express,Yes,Yes,Cash,PR889,Cu889
TR890,84,Arizona,Venmo,Free Shipping,Yes,Yes,Venmo,PR890,Cu890
TR891,51,New York,Credit Card,2-Day Shipping,Yes,Yes,Credit Card,PR891,Cu891
TR892,26,Pennsylvania,Venmo,Store Pickup,Yes,Yes,PayPal,PR892,Cu892
TR893,64,New Mexico,Venmo,Free Shipping,Yes,Yes,Debit Card,PR893,Cu893
TR894,51,Nebraska,Debit Card,Express,Yes,Yes,Venmo,PR894,Cu894
TR895,60,Wyoming,Venmo,Free Shipping,Yes,Yes,Debit Card,PR895,Cu895
TR896,69,Mississippi,Debit Card,Next Day Air,Yes,Yes,Debit Card,PR896,Cu896
TR897,29,Arkansas,Credit Card,Express,Yes,Yes,Cash,PR897,Cu897
TR898,91,Illinois,PayPal,Express,Yes,Yes,Venmo,PR898,Cu898
TR899,70,Nevada,Credit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR899,Cu899
TR900,58,Rhode Island,Debit Card,Standard,Yes,Yes,PayPal,PR900,Cu900
TR901,98,West Virginia,Cash,Free Shipping,Yes,Yes,Bank Transfer,PR901,Cu901
TR902,68,Missouri,Debit Card,2-Day Shipping,Yes,Yes,Cash,PR902,Cu902
TR903,44,Kentucky,Debit Card,Next Day Air,Yes,Yes,Cash,PR903,Cu903
TR904,45,Washington,Bank Transfer,Express,Yes,Yes,PayPal,PR904,Cu904
TR905,99,Alaska,Credit Card,Free Shipping,Yes,Yes,PayPal,PR905,Cu905
TR906,68,Mississippi,Credit Card,Standard,Yes,Yes,Venmo,PR906,Cu906
TR907,56,South Carolina,Debit Card,Standard,Yes,Yes,Debit Card,PR907,Cu907
TR908,43,Missouri,PayPal,Express,Yes,Yes,Credit Card,PR908,Cu908
TR909,99,New Jersey,Cash,Free Shipping,Yes,Yes,PayPal,PR909,Cu909
TR910,56,Louisiana,Debit Card,Express,Yes,Yes,PayPal,PR910,Cu910
TR911,25,South Carolina,Bank Transfer,Express,Yes,Yes,Credit Card,PR911,Cu911
TR912,74,Vermont,Cash,2-Day Shipping,Yes,Yes,Bank Transfer,PR912,Cu912
TR913,56,Arkansas,Bank Transfer,Next Day Air,Yes,Yes,Bank Transfer,PR913,Cu913
TR914,47,Utah,Bank Transfer,Next Day Air,Yes,Yes,Cash,PR914,Cu914
TR915,67,Washington,PayPal,Standard,Yes,Yes,Venmo,PR915,Cu915
TR916,22,Rhode Island,Debit Card,Store Pickup,Yes,Yes,Credit Card,PR916,Cu916
TR917,34,Illinois,Cash,Standard,Yes,Yes,Venmo,PR917,Cu917
TR918,64,Missouri,Debit Card,Standard,Yes,Yes,Bank Transfer,PR918,Cu918
TR919,42,North Carolina,Cash,2-Day Shipping,Yes,Yes,Cash,PR919,Cu919
TR920,82,Massachusetts,PayPal,2-Day Shipping,Yes,Yes,Debit Card,PR920,Cu920
TR921,81,Arkansas,Credit Card,Free Shipping,Yes,Yes,Cash,PR921,Cu921
TR922,24,South Dakota,Venmo,Express,Yes,Yes,PayPal,PR922,Cu922
TR923,60,Georgia,Venmo,Standard,Yes,Yes,Credit Card,PR923,Cu923
TR924,24,Arkansas,PayPal,2-Day Shipping,Yes,Yes,PayPal,PR924,Cu924
TR925,78,Kansas,Credit Card,Standard,Yes,Yes,Cash,PR925,Cu925
TR926,88,Arizona,Credit Card,Express,Yes,Yes,Cash,PR926,Cu926
TR927,63,Massachusetts,PayPal,Express,Yes,Yes,Cash,PR927,Cu927
TR928,78,New Mexico,Bank Transfer,Standard,Yes,Yes,Venmo,PR928,Cu928
TR929,37,Arkansas,Bank Transfer,Store Pickup,Yes,Yes,Cash,PR929,Cu929
TR930,94,Nebraska,Venmo,2-Day Shipping,Yes,Yes,Debit Card,PR930,Cu930
TR931,78,Hawaii,Credit Card,Store Pickup,Yes,Yes,Credit Card,PR931,Cu931
TR932,36,Nebraska,Cash,Standard,Yes,Yes,Bank Transfer,PR932,Cu932
TR933,24,Indiana,Venmo,Standard,Yes,Yes,Debit Card,PR933,Cu933
TR934,84,Colorado,Debit Card,Store Pickup,Yes,Yes,Debit Card,PR934,Cu934
TR935,47,Oregon,Bank Transfer,Express,Yes,Yes,Bank Transfer,PR935,Cu935
TR936,51,Ohio,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR936,Cu936
TR937,84,Maine,Debit Card,Free Shipping,Yes,Yes,Cash,PR937,Cu937
TR938,24,Iowa,Debit Card,Express,Yes,Yes,Venmo,PR938,Cu938
TR939,97,Wisconsin,Bank Transfer,Free Shipping,Yes,Yes,Debit Card,PR939,Cu939
TR940,89,New York,Venmo,Next Day Air,Yes,Yes,Credit Card,PR940,Cu940
TR941,44,Colorado,PayPal,Store Pickup,Yes,Yes,PayPal,PR941,Cu941
TR942,35,Illinois,Bank Transfer,2-Day Shipping,Yes,Yes,PayPal,PR942,Cu942
TR943,91,Arizona,Cash,Express,Yes,Yes,PayPal,PR943,Cu943
TR944,63,Oklahoma,PayPal,Next Day Air,Yes,Yes,Venmo,PR944,Cu944
TR945,97,Indiana,Debit Card,Express,Yes,Yes,Cash,PR945,Cu945
TR946,38,Minnesota,Debit Card,Store Pickup,Yes,Yes,Venmo,PR946,Cu946
TR947,24,Pennsylvania,PayPal,Next Day Air,Yes,Yes,PayPal,PR947,Cu947
TR948,32,Indiana,Cash,Store Pickup,Yes,Yes,Cash,PR948,Cu948
TR949,90,Alabama,Venmo,Express,Yes,Yes,Venmo,PR949,Cu949
TR950,36,Montana,Cash,Standard,Yes,Yes,Venmo,PR950,Cu950
TR951,37,New Mexico,Cash,Free Shipping,Yes,Yes,PayPal,PR951,Cu951
TR952,51,Alaska,Venmo,Express,Yes,Yes,Bank Transfer,PR952,Cu952
TR953,71,Idaho,Bank Transfer,2-Day Shipping,Yes,Yes,PayPal,PR953,Cu953
TR954,50,Utah,Credit Card,2-Day Shipping,Yes,Yes,Venmo,PR954,Cu954
TR955,74,Louisiana,Venmo,Standard,Yes,Yes,Credit Card,PR955,Cu955
TR956,75,Mississippi,Venmo,Free Shipping,Yes,Yes,PayPal,PR956,Cu956
TR957,99,Mississippi,Venmo,2-Day Shipping,Yes,Yes,Debit Card,PR957,Cu957
TR958,23,Indiana,Bank Transfer,Store Pickup,Yes,Yes,Cash,PR958,Cu958
TR959,53,Washington,Cash,Free Shipping,Yes,Yes,Credit Card,PR959,Cu959
TR960,99,Nevada,Cash,Standard,Yes,Yes,Cash,PR960,Cu960
TR961,48,Louisiana,Debit Card,Standard,Yes,Yes,Venmo,PR961,Cu961
TR962,72,Pennsylvania,Venmo,Next Day Air,Yes,Yes,Debit Card,PR962,Cu962
TR963,64,Michigan,Cash,Standard,Yes,Yes,Debit Card,PR963,Cu963
TR964,63,South Carolina,Cash,2-Day Shipping,Yes,Yes,Credit Card,PR964,Cu964
TR965,51,Arizona,Bank Transfer,Next Day Air,Yes,Yes,Venmo,PR965,Cu965
TR966,55,Delaware,Debit Card,Store Pickup,Yes,Yes,Credit Card,PR966,Cu966
TR967,55,Kentucky,Cash,Express,Yes,Yes,Cash,PR967,Cu967
TR968,26,Georgia,Debit Card,Store Pickup,Yes,Yes,Cash,PR968,Cu968
TR969,67,North Carolina,Debit Card,Next Day Air,Yes,Yes,Bank Transfer,PR969,Cu969
TR970,31,California,Debit Card,Express,Yes,Yes,PayPal,PR970,Cu970
TR971,66,California,PayPal,Free Shipping,Yes,Yes,Cash,PR971,Cu971
TR972,67,Indiana,Bank Transfer,Next Day Air,Yes,Yes,Credit Card,PR972,Cu972
TR973,61,Colorado,Venmo,Standard,Yes,Yes,Credit Card,PR973,Cu973
TR974,75,Colorado,Venmo,2-Day Shipping,Yes,Yes,Bank Transfer,PR974,Cu974
TR975,90,North Carolina,Credit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR975,Cu975
TR976,40,Washington,Bank Transfer,2-Day Shipping,Yes,Yes,Bank Transfer,PR976,Cu976
TR977,90,Florida,PayPal,Express,Yes,Yes,Credit Card,PR977,Cu977
TR978,20,Washington,Credit Card,Express,Yes,Yes,Cash,PR978,Cu978
TR979,40,Colorado,Cash,Standard,Yes,Yes,Credit Card,PR979,Cu979
TR980,33,New Hampshire,Venmo,Store Pickup,Yes,Yes,Debit Card,PR980,Cu980
TR981,98,Maryland,Bank Transfer,Free Shipping,Yes,Yes,PayPal,PR981,Cu981
TR982,42,Maryland,Debit Card,Next Day Air,Yes,Yes,Credit Card,PR982,Cu982
TR983,62,Texas,Venmo,Standard,Yes,Yes,PayPal,PR983,Cu983
TR984,45,New Mexico,Credit Card,Free Shipping,Yes,Yes,Venmo,PR984,Cu984
TR985,78,Utah,Cash,Free Shipping,Yes,Yes,Credit Card,PR985,Cu985
TR986,80,West Virginia,Credit Card,Express,Yes,Yes,Bank Transfer,PR986,Cu986
TR987,96,Connecticut,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR987,Cu987
TR988,47,West Virginia,PayPal,Express,Yes,Yes,PayPal,PR988,Cu988
TR989,84,Ohio,Venmo,2-Day Shipping,Yes,Yes,PayPal,PR989,Cu989
TR990,31,Texas,Bank Transfer,Store Pickup,Yes,Yes,Bank Transfer,PR990,Cu990
TR991,63,Washington,PayPal,Store Pickup,Yes,Yes,Cash,PR991,Cu991
TR992,97,Wisconsin,Debit Card,Standard,Yes,Yes,Bank Transfer,PR992,Cu992
TR993,99,Louisiana,Credit Card,Express,Yes,Yes,Debit Card,PR993,Cu993
TR994,90,Iowa,Cash,Store Pickup,Yes,Yes,Cash,PR994,Cu994
TR995,68,New York,PayPal,Express,Yes,Yes,Debit Card,PR995,Cu995
TR996,80,Idaho,Venmo,2-Day Shipping,Yes,Yes,Venmo,PR996,Cu996
TR997,91,Delaware,Bank Transfer,Standard,Yes,Yes,Bank Transfer,PR997,Cu997
TR998,30,Kentucky,Debit Card,Express,Yes,Yes,Cash,PR998,Cu998
TR999,90,Connecticut,Venmo,Next Day Air,Yes,Yes,Bank Transfer,PR999,Cu999
TR1000,28,New Mexico,Venmo,Standard,Yes,Yes,Debit Card,PR1000,Cu1000
TR1001,46,Georgia,Credit Card,Express,Yes,Yes,Bank Transfer,PR1001,Cu1001
TR1002,60,Washington,Credit Card,Standard,Yes,Yes,Debit Card,PR1002,Cu1002
TR1003,59,North Dakota,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR1003,Cu1003
TR1004,68,Ohio,Cash,Store Pickup,Yes,Yes,Cash,PR1004,Cu1004
TR1005,79,Tennessee,Cash,2-Day Shipping,Yes,Yes,Cash,PR1005,Cu1005
TR1006,94,New York,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR1006,Cu1006
TR1007,83,Michigan,Credit Card,Next Day Air,Yes,Yes,Venmo,PR1007,Cu1007
TR1008,62,Georgia,Venmo,Standard,Yes,Yes,Credit Card,PR1008,Cu1008
TR1009,85,New Mexico,Cash,Store Pickup,Yes,Yes,PayPal,PR1009,Cu1009
TR1010,30,Louisiana,Bank Transfer,Express,Yes,Yes,Venmo,PR1010,Cu1010
TR1011,24,South Dakota,PayPal,2-Day Shipping,Yes,Yes,Credit Card,PR1011,Cu1011
TR1012,25,Montana,PayPal,Next Day Air,Yes,Yes,Debit Card,PR1012,Cu1012
TR1013,37,New Mexico,Cash,Express,Yes,Yes,Credit Card,PR1013,Cu1013
TR1014,69,South Carolina,Bank Transfer,2-Day Shipping,Yes,Yes,Venmo,PR1014,Cu1014
TR1015,97,Ohio,Bank Transfer,Standard,Yes,Yes,Debit Card,PR1015,Cu1015
TR1016,24,North Carolina,Debit Card,Standard,Yes,Yes,Cash,PR1016,Cu1016
TR1017,30,Idaho,Cash,Express,Yes,Yes,Bank Transfer,PR1017,Cu1017
TR1018,53,Oklahoma,Cash,Express,Yes,Yes,Credit Card,PR1018,Cu1018
TR1019,70,Georgia,Credit Card,Next Day Air,Yes,Yes,Cash,PR1019,Cu1019
TR1020,76,Kentucky,Debit Card,Standard,Yes,Yes,Venmo,PR1020,Cu1020
TR1021,95,Delaware,Bank Transfer,Express,Yes,Yes,Debit Card,PR1021,Cu1021
TR1022,51,Massachusetts,Credit Card,2-Day Shipping,Yes,Yes,PayPal,PR1022,Cu1022
TR1023,41,Nebraska,Cash,Store Pickup,Yes,Yes,Cash,PR1023,Cu1023
TR1024,71,Maine,Bank Transfer,Free Shipping,Yes,Yes,Bank Transfer,PR1024,Cu1024
TR1025,66,Pennsylvania,Debit Card,Free Shipping,Yes,Yes,Venmo,PR1025,Cu1025
TR1026,84,Nebraska,Bank Transfer,Free Shipping,Yes,Yes,Credit Card,PR1026,Cu1026
TR1027,95,Virginia,Venmo,Express,Yes,Yes,PayPal,PR1027,Cu1027
TR1028,90,Ohio,Cash,Next Day Air,Yes,Yes,Cash,PR1028,Cu1028
TR1029,36,Nebraska,Venmo,Standard,Yes,Yes,Cash,PR1029,Cu1029
TR1030,22,Ohio,Credit Card,2-Day Shipping,Yes,Yes,Venmo,PR1030,Cu1030
TR1031,89,Kentucky,Credit Card,Next Day Air,Yes,Yes,Debit Card,PR1031,Cu1031
TR1032,50,Tennessee,Cash,Free Shipping,Yes,Yes,Cash,PR1032,Cu1032
TR1033,36,Maine,Bank Transfer,Free Shipping,Yes,Yes,Credit Card,PR1033,Cu1033
TR1034,52,Montana,Credit Card,Free Shipping,Yes,Yes,Bank Transfer,PR1034,Cu1034
TR1035,29,Maryland,Venmo,Next Day Air,Yes,Yes,Bank Transfer,PR1035,Cu1035
TR1036,89,Georgia,Venmo,Express,Yes,Yes,Venmo,PR1036,Cu1036
TR1037,47,Hawaii,Credit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR1037,Cu1037
TR1038,25,Rhode Island,Bank Transfer,Standard,Yes,Yes,Debit Card,PR1038,Cu1038
TR1039,74,Nebraska,Bank Transfer,Express,Yes,Yes,Bank Transfer,PR1039,Cu1039
TR1040,46,Michigan,PayPal,Standard,Yes,Yes,Venmo,PR1040,Cu1040
TR1041,22,North Carolina,Venmo,Next Day Air,Yes,Yes,Cash,PR1041,Cu1041
TR1042,25,Minnesota,Venmo,Next Day Air,Yes,Yes,Cash,PR1042,Cu1042
TR1043,80,Maryland,Venmo,Next Day Air,Yes,Yes,Credit Card,PR1043,Cu1043
TR1044,76,Hawaii,Bank Transfer,2-Day Shipping,Yes,Yes,Debit Card,PR1044,Cu1044
TR1045,30,Oregon,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR1045,Cu1045
TR1046,79,New Mexico,Cash,2-Day Shipping,Yes,Yes,PayPal,PR1046,Cu1046
TR1047,22,Illinois,Credit Card,Standard,Yes,Yes,Venmo,PR1047,Cu1047
TR1048,36,Utah,Debit Card,Standard,Yes,Yes,Credit Card,PR1048,Cu1048
TR1049,77,Maine,Cash,Standard,Yes,Yes,Venmo,PR1049,Cu1049
TR1050,33,Virginia,Credit Card,Store Pickup,Yes,Yes,Cash,PR1050,Cu1050
TR1051,64,Florida,Credit Card,Next Day Air,Yes,Yes,Venmo,PR1051,Cu1051
TR1052,53,Ohio,PayPal,Free Shipping,Yes,Yes,PayPal,PR1052,Cu1052
TR1053,36,Virginia,Venmo,2-Day Shipping,Yes,Yes,Credit Card,PR1053,Cu1053
TR1054,70,Kansas,Cash,2-Day Shipping,Yes,Yes,Debit Card,PR1054,Cu1054
TR1055,96,Arkansas,Debit Card,Express,Yes,Yes,PayPal,PR1055,Cu1055
TR1056,27,Massachusetts,PayPal,Next Day Air,Yes,Yes,Debit Card,PR1056,Cu1056
TR1057,64,Idaho,Debit Card,2-Day Shipping,Yes,Yes,Venmo,PR1057,Cu1057
TR1058,23,Wisconsin,Bank Transfer,2-Day Shipping,Yes,Yes,Credit Card,PR1058,Cu1058
TR1059,33,New Mexico,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR1059,Cu1059
TR1060,34,North Carolina,Venmo,Standard,Yes,Yes,Debit Card,PR1060,Cu1060
TR1061,35,Iowa,PayPal,Next Day Air,Yes,Yes,Debit Card,PR1061,Cu1061
TR1062,62,Idaho,Debit Card,Free Shipping,Yes,Yes,Venmo,PR1062,Cu1062
TR1063,75,Ohio,Venmo,Next Day Air,Yes,Yes,Debit Card,PR1063,Cu1063
TR1064,29,Alabama,Bank Transfer,Free Shipping,Yes,Yes,Cash,PR1064,Cu1064
TR1065,28,Wyoming,Debit Card,Express,Yes,Yes,Credit Card,PR1065,Cu1065
TR1066,20,Alabama,Cash,Store Pickup,Yes,Yes,PayPal,PR1066,Cu1066
TR1067,96,Mississippi,Credit Card,Store Pickup,Yes,Yes,PayPal,PR1067,Cu1067
TR1068,43,Pennsylvania,Venmo,2-Day Shipping,Yes,Yes,PayPal,PR1068,Cu1068
TR1069,94,Wyoming,Bank Transfer,Standard,Yes,Yes,Credit Card,PR1069,Cu1069
TR1070,81,Maryland,Credit Card,Next Day Air,Yes,Yes,Venmo,PR1070,Cu1070
TR1071,75,North Carolina,Venmo,Free Shipping,Yes,Yes,Debit Card,PR1071,Cu1071
TR1072,81,Pennsylvania,Cash,Express,Yes,Yes,Credit Card,PR1072,Cu1072
TR1073,92,Idaho,Bank Transfer,Express,Yes,Yes,Debit Card,PR1073,Cu1073
TR1074,96,California,Cash,Store Pickup,Yes,Yes,Credit Card,PR1074,Cu1074
TR1075,71,Tennessee,PayPal,Standard,Yes,Yes,Bank Transfer,PR1075,Cu1075
TR1076,50,Missouri,Debit Card,Next Day Air,Yes,Yes,Debit Card,PR1076,Cu1076
TR1077,72,North Dakota,Bank Transfer,Standard,Yes,Yes,Venmo,PR1077,Cu1077
TR1078,28,West Virginia,Cash,Standard,Yes,Yes,PayPal,PR1078,Cu1078
TR1079,59,Arizona,Cash,Express,Yes,Yes,Credit Card,PR1079,Cu1079
TR1080,33,Oklahoma,Bank Transfer,Free Shipping,Yes,Yes,Bank Transfer,PR1080,Cu1080
TR1081,59,Pennsylvania,Bank Transfer,Express,Yes,Yes,Cash,PR1081,Cu1081
TR1082,30,Idaho,Cash,Standard,Yes,Yes,Credit Card,PR1082,Cu1082
TR1083,85,South Carolina,PayPal,Next Day Air,Yes,Yes,Venmo,PR1083,Cu1083
TR1084,97,Washington,Credit Card,Store Pickup,Yes,Yes,Cash,PR1084,Cu1084
TR1085,36,Arkansas,Credit Card,Next Day Air,Yes,Yes,Cash,PR1085,Cu1085
TR1086,85,Utah,PayPal,Store Pickup,Yes,Yes,Venmo,PR1086,Cu1086
TR1087,62,Alaska,PayPal,Free Shipping,Yes,Yes,PayPal,PR1087,Cu1087
TR1088,71,West Virginia,PayPal,Next Day Air,Yes,Yes,Bank Transfer,PR1088,Cu1088
TR1089,21,Louisiana,Bank Transfer,Free Shipping,Yes,Yes,PayPal,PR1089,Cu1089
TR1090,61,Arizona,Debit Card,Next Day Air,Yes,Yes,PayPal,PR1090,Cu1090
TR1091,58,Connecticut,Bank Transfer,Store Pickup,Yes,Yes,Cash,PR1091,Cu1091
TR1092,80,North Carolina,Cash,Store Pickup,Yes,Yes,Credit Card,PR1092,Cu1092
TR1093,50,South Dakota,Credit Card,2-Day Shipping,Yes,Yes,Venmo,PR1093,Cu1093
TR1094,48,Delaware,PayPal,2-Day Shipping,Yes,Yes,Venmo,PR1094,Cu1094
TR1095,40,Connecticut,Credit Card,Next Day Air,Yes,Yes,Cash,PR1095,Cu1095
TR1096,34,Tennessee,Debit Card,Free Shipping,Yes,Yes,Bank Transfer,PR1096,Cu1096
TR1097,46,New Hampshire,Credit Card,Standard,Yes,Yes,Credit Card,PR1097,Cu1097
TR1098,27,Vermont,Venmo,Store Pickup,Yes,Yes,Bank Transfer,PR1098,Cu1098
TR1099,98,Idaho,PayPal,Next Day Air,Yes,Yes,Credit Card,PR1099,Cu1099
TR1100,73,North Carolina,Cash,Next Day Air,Yes,Yes,Bank Transfer,PR1100,Cu1100
TR1101,28,Nevada,Debit Card,Express,Yes,Yes,Credit Card,PR1101,Cu1101
TR1102,76,Delaware,Cash,Free Shipping,Yes,Yes,Cash,PR1102,Cu1102
TR1103,83,Texas,Credit Card,Express,Yes,Yes,Cash,PR1103,Cu1103
TR1104,23,Tennessee,Debit Card,Free Shipping,Yes,Yes,Debit Card,PR1104,Cu1104
TR1105,28,Delaware,Bank Transfer,Express,Yes,Yes,Bank Transfer,PR1105,Cu1105
TR1106,83,Massachusetts,Credit Card,Next Day Air,Yes,Yes,Venmo,PR1106,Cu1106
TR1107,96,Minnesota,Credit Card,Store Pickup,Yes,Yes,Venmo,PR1107,Cu1107
TR1108,62,Texas,Venmo,Store Pickup,Yes,Yes,Bank Transfer,PR1108,Cu1108
TR1109,25,Nebraska,Venmo,Standard,Yes,Yes,Cash,PR1109,Cu1109
TR1110,97,Oklahoma,Debit Card,Next Day Air,Yes,Yes,Venmo,PR1110,Cu1110
TR1111,61,Texas,Debit Card,Standard,Yes,Yes,Cash,PR1111,Cu1111
TR1112,66,New York,Bank Transfer,Next Day Air,Yes,Yes,Credit Card,PR1112,Cu1112
TR1113,67,Washington,Credit Card,Free Shipping,Yes,Yes,PayPal,PR1113,Cu1113
TR1114,80,Maryland,Cash,Next Day Air,Yes,Yes,PayPal,PR1114,Cu1114
TR1115,25,New Hampshire,Cash,Next Day Air,Yes,Yes,Bank Transfer,PR1115,Cu1115
TR1116,58,New York,Bank Transfer,2-Day Shipping,Yes,Yes,Cash,PR1116,Cu1116
TR1117,96,Hawaii,Venmo,Express,Yes,Yes,PayPal,PR1117,Cu1117
TR1118,77,California,PayPal,Store Pickup,Yes,Yes,Credit Card,PR1118,Cu1118
TR1119,65,Indiana,Debit Card,Standard,Yes,Yes,PayPal,PR1119,Cu1119
TR1120,36,Louisiana,Venmo,Standard,Yes,Yes,Credit Card,PR1120,Cu1120
TR1121,84,Pennsylvania,Venmo,Next Day Air,Yes,Yes,Debit Card,PR1121,Cu1121
TR1122,58,Florida,Cash,Express,Yes,Yes,Cash,PR1122,Cu1122
TR1123,62,North Carolina,PayPal,2-Day Shipping,Yes,Yes,Credit Card,PR1123,Cu1123
TR1124,67,Massachusetts,Debit Card,Store Pickup,Yes,Yes,Cash,PR1124,Cu1124
TR1125,20,Iowa,Debit Card,Express,Yes,Yes,Cash,PR1125,Cu1125
TR1126,90,North Dakota,Debit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR1126,Cu1126
TR1127,58,Iowa,Venmo,Standard,Yes,Yes,Venmo,PR1127,Cu1127
TR1128,53,Delaware,Venmo,Store Pickup,Yes,Yes,Debit Card,PR1128,Cu1128
TR1129,30,New York,PayPal,Next Day Air,Yes,Yes,Debit Card,PR1129,Cu1129
TR1130,65,New Hampshire,Credit Card,Express,Yes,Yes,Venmo,PR1130,Cu1130
TR1131,41,Kentucky,Cash,Standard,Yes,Yes,PayPal,PR1131,Cu1131
TR1132,73,Illinois,Credit Card,Express,Yes,Yes,Bank Transfer,PR1132,Cu1132
TR1133,98,North Carolina,PayPal,Store Pickup,Yes,Yes,Cash,PR1133,Cu1133
TR1134,36,Connecticut,PayPal,2-Day Shipping,Yes,Yes,Cash,PR1134,Cu1134
TR1135,81,Wisconsin,Bank Transfer,Express,Yes,Yes,Venmo,PR1135,Cu1135
TR1136,90,Massachusetts,PayPal,2-Day Shipping,Yes,Yes,Bank Transfer,PR1136,Cu1136
TR1137,83,Illinois,Debit Card,Free Shipping,Yes,Yes,Cash,PR1137,Cu1137
TR1138,91,New Mexico,Credit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR1138,Cu1138
TR1139,36,Iowa,Venmo,Express,Yes,Yes,Venmo,PR1139,Cu1139
TR1140,53,Alabama,PayPal,Standard,Yes,Yes,Debit Card,PR1140,Cu1140
TR1141,39,Maryland,Cash,Store Pickup,Yes,Yes,Credit Card,PR1141,Cu1141
TR1142,33,Ohio,Debit Card,Next Day Air,Yes,Yes,PayPal,PR1142,Cu1142
TR1143,76,Ohio,Cash,Store Pickup,Yes,Yes,Venmo,PR1143,Cu1143
TR1144,23,Nevada,Cash,Standard,Yes,Yes,PayPal,PR1144,Cu1144
TR1145,54,South Carolina,PayPal,2-Day Shipping,Yes,Yes,Bank Transfer,PR1145,Cu1145
TR1146,89,Nevada,Venmo,Express,Yes,Yes,Cash,PR1146,Cu1146
TR1147,38,Wisconsin,Debit Card,Standard,Yes,Yes,Bank Transfer,PR1147,Cu1147
TR1148,36,Tennessee,PayPal,Next Day Air,Yes,Yes,Debit Card,PR1148,Cu1148
TR1149,66,Florida,Bank Transfer,Store Pickup,Yes,Yes,PayPal,PR1149,Cu1149
TR1150,42,Georgia,Cash,Store Pickup,Yes,Yes,Venmo,PR1150,Cu1150
TR1151,36,Kentucky,Debit Card,Next Day Air,Yes,Yes,Venmo,PR1151,Cu1151
TR1152,86,Ohio,Bank Transfer,Express,Yes,Yes,Credit Card,PR1152,Cu1152
TR1153,49,Connecticut,Cash,Standard,Yes,Yes,PayPal,PR1153,Cu1153
TR1154,41,Idaho,PayPal,Free Shipping,Yes,Yes,Bank Transfer,PR1154,Cu1154
TR1155,82,Georgia,Venmo,2-Day Shipping,Yes,Yes,Credit Card,PR1155,Cu1155
TR1156,53,Tennessee,Debit Card,Express,Yes,Yes,PayPal,PR1156,Cu1156
TR1157,21,Hawaii,PayPal,Express,Yes,Yes,Venmo,PR1157,Cu1157
TR1158,66,Maryland,Credit Card,Standard,Yes,Yes,Cash,PR1158,Cu1158
TR1159,89,Nevada,Venmo,2-Day Shipping,Yes,Yes,Bank Transfer,PR1159,Cu1159
TR1160,55,New Hampshire,Debit Card,2-Day Shipping,Yes,Yes,Venmo,PR1160,Cu1160
TR1161,42,North Dakota,Cash,Next Day Air,Yes,Yes,Venmo,PR1161,Cu1161
TR1162,52,Oklahoma,Bank Transfer,2-Day Shipping,Yes,Yes,PayPal,PR1162,Cu1162
TR1163,92,North Carolina,Venmo,Express,Yes,Yes,PayPal,PR1163,Cu1163
TR1164,56,Tennessee,Credit Card,2-Day Shipping,Yes,Yes,Debit Card,PR1164,Cu1164
TR1165,96,Montana,Credit Card,Standard,Yes,Yes,PayPal,PR1165,Cu1165
TR1166,64,Wisconsin,Cash,Next Day Air,Yes,Yes,Venmo,PR1166,Cu1166
TR1167,48,Connecticut,Cash,Store Pickup,Yes,Yes,Venmo,PR1167,Cu1167
TR1168,83,New Jersey,PayPal,Free Shipping,Yes,Yes,PayPal,PR1168,Cu1168
TR1169,91,Mississippi,PayPal,Standard,Yes,Yes,Debit Card,PR1169,Cu1169
TR1170,94,Wyoming,Venmo,2-Day Shipping,Yes,Yes,Cash,PR1170,Cu1170
TR1171,62,Illinois,Bank Transfer,Express,Yes,Yes,Cash,PR1171,Cu1171
TR1172,55,Louisiana,Bank Transfer,Next Day Air,Yes,Yes,Debit Card,PR1172,Cu1172
TR1173,68,Oregon,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR1173,Cu1173
TR1174,76,South Dakota,Credit Card,Express,Yes,Yes,Cash,PR1174,Cu1174
TR1175,31,Michigan,Cash,Express,Yes,Yes,Bank Transfer,PR1175,Cu1175
TR1176,81,New Jersey,Credit Card,Store Pickup,Yes,Yes,PayPal,PR1176,Cu1176
TR1177,83,Oregon,Credit Card,Free Shipping,Yes,Yes,PayPal,PR1177,Cu1177
TR1178,21,Iowa,Cash,Standard,Yes,Yes,Debit Card,PR1178,Cu1178
TR1179,22,South Carolina,Credit Card,Express,Yes,Yes,Debit Card,PR1179,Cu1179
