Customer ID,Age,Gender,Review Rating,Subscription Status,Product_ID
Cu640,54,Male,4,Yes,PR640
Cu641,53,Male,4.4,Yes,PR641
Cu642,47,Male,3.9,Yes,PR642
Cu643,64,Male,2.8,Yes,PR643
Cu644,18,Male,3.2,Yes,PR644
Cu645,68,Male,4.3,Yes,PR645
Cu646,62,Male,4.2,Yes,PR646
Cu647,51,Male,4.9,Yes,PR647
Cu648,54,Male,3.7,Yes,PR648
Cu649,22,Male,4.1,Yes,PR649
Cu650,53,Male,4.2,Yes,PR650
Cu651,34,Male,3.9,Yes,PR651
Cu652,32,Male,2.9,Yes,PR652
Cu653,64,Male,3.1,Yes,PR653
Cu654,20,Male,3.6,Yes,PR654
Cu655,24,Male,4.4,Yes,PR655
Cu656,20,Male,3.1,Yes,PR656
Cu657,42,Male,3.9,Yes,PR657
Cu658,48,Male,4.3,Yes,PR658
Cu659,62,Male,4.9,Yes,PR659
Cu660,62,Male,3.6,Yes,PR660
Cu661,50,Male,5,Yes,PR661
Cu662,57,Male,4.1,Yes,PR662
Cu663,24,Male,2.8,Yes,PR663
Cu664,59,Male,4.7,Yes,PR664
Cu665,63,Male,4.4,Yes,PR665
Cu666,41,Male,4.9,Yes,PR666
Cu667,35,Male,3.1,Yes,PR667
Cu668,34,Male,2.6,Yes,PR668
Cu669,49,Male,2.9,Yes,PR669
Cu670,43,Male,3.3,Yes,PR670
Cu671,63,Male,4.8,Yes,PR671
Cu672,38,Male,4.7,Yes,PR672
Cu673,59,Male,3.3,Yes,PR673
Cu674,35,Male,4.2,Yes,PR674
Cu675,48,Male,4.7,Yes,PR675
Cu676,64,Male,2.6,Yes,PR676
Cu677,28,Male,2.9,Yes,PR677
Cu678,60,Male,2.7,Yes,PR678
Cu679,27,Male,3.3,Yes,PR679
Cu680,56,Male,3.4,Yes,PR680
Cu681,58,Male,4.2,Yes,PR681
Cu682,30,Male,3.8,Yes,PR682
Cu683,23,Male,4,Yes,PR683
Cu684,33,Male,2.7,Yes,PR684
Cu685,63,Male,4.7,Yes,PR685
Cu686,70,Male,3.5,Yes,PR686
Cu687,70,Male,3,Yes,PR687
Cu688,19,Male,3.3,Yes,PR688
Cu689,25,Male,4.7,Yes,PR689
Cu690,19,Male,4.7,Yes,PR690
Cu691,25,Male,4.8,Yes,PR691
Cu692,60,Male,2.9,Yes,PR692
Cu693,35,Male,4,Yes,PR693
Cu694,46,Male,3.1,Yes,PR694
Cu695,41,Male,3.5,Yes,PR695
Cu696,30,Male,3.7,Yes,PR696
Cu697,44,Male,2.8,Yes,PR697
Cu698,61,Male,4.6,Yes,PR698
Cu699,55,Male,3.8,Yes,PR699
Cu700,50,Male,2.6,Yes,PR700
Cu701,57,Male,4.1,Yes,PR701
Cu702,51,Male,3.3,Yes,PR702
Cu703,18,Male,3.4,Yes,PR703
Cu704,63,Male,3,Yes,PR704
Cu705,34,Male,3.2,Yes,PR705
Cu706,25,Male,4.5,Yes,PR706
Cu707,46,Male,4.8,Yes,PR707
Cu708,59,Male,3.7,Yes,PR708
Cu709,37,Male,3.4,Yes,PR709
Cu710,49,Male,4.6,Yes,PR710
Cu711,22,Male,4.1,Yes,PR711
Cu712,64,Male,3.5,Yes,PR712
Cu713,42,Male,3.8,Yes,PR713
Cu714,37,Male,2.6,Yes,PR714
Cu715,26,Male,4.4,Yes,PR715
Cu716,33,Male,2.6,Yes,PR716
Cu717,30,Male,3.6,Yes,PR717
Cu718,21,Male,4.2,Yes,PR718
Cu719,22,Male,4.6,Yes,PR719
Cu720,63,Male,3.3,Yes,PR720
Cu721,33,Male,3.4,Yes,PR721
Cu722,43,Male,4.4,Yes,PR722
Cu723,27,Male,4.3,Yes,PR723
Cu724,35,Male,3.5,Yes,PR724
Cu725,37,Male,4.7,Yes,PR725
Cu726,61,Male,3.1,Yes,PR726
Cu727,32,Male,3.6,Yes,PR727
Cu728,62,Male,4.8,Yes,PR728
Cu729,29,Male,3.7,Yes,PR729
Cu730,41,Male,3.2,Yes,PR730
Cu731,48,Male,3.9,Yes,PR731
Cu732,43,Male,3.5,Yes,PR732
Cu733,34,Male,2.8,Yes,PR733
Cu734,45,Male,2.7,Yes,PR734
Cu735,65,Male,3.1,Yes,PR735
Cu736,61,Male,3.6,Yes,PR736
Cu737,18,Male,2.9,Yes,PR737
Cu738,47,Male,3.6,Yes,PR738
Cu739,56,Male,3.5,Yes,PR739
Cu740,64,Male,3.5,Yes,PR740
Cu741,26,Male,2.8,Yes,PR741
Cu742,22,Male,4.7,Yes,PR742
Cu743,64,Male,3.1,Yes,PR743
Cu744,21,Male,4.9,Yes,PR744
Cu745,67,Male,4.1,Yes,PR745
Cu746,46,Male,4.7,Yes,PR746
Cu747,40,Male,2.5,Yes,PR747
Cu748,51,Male,4.4,Yes,PR748
Cu749,35,Male,3.9,Yes,PR749
Cu750,56,Male,3.7,Yes,PR750
Cu751,25,Male,3.4,Yes,PR751
Cu752,65,Male,4.8,Yes,PR752
Cu753,39,Male,4.2,Yes,PR753
Cu754,47,Male,3.4,Yes,PR754
Cu755,36,Male,2.9,Yes,PR755
Cu756,66,Male,3.3,Yes,PR756
Cu757,62,Male,4.8,Yes,PR757
Cu758,41,Male,3.8,Yes,PR758
Cu759,66,Male,4.6,Yes,PR759
Cu760,51,Male,2.6,Yes,PR760
Cu761,33,Male,3.4,Yes,PR761
Cu762,57,Male,4.2,Yes,PR762
Cu763,45,Male,3.9,Yes,PR763
Cu764,61,Male,2.9,Yes,PR764
Cu765,55,Male,4.2,Yes,PR765
Cu766,54,Male,3,Yes,PR766
Cu767,57,Male,3.6,Yes,PR767
Cu768,27,Male,2.5,Yes,PR768
Cu769,64,Male,2.6,Yes,PR769
Cu770,52,Male,4.3,Yes,PR770
Cu771,19,Male,3.3,Yes,PR771
Cu772,22,Male,2.6,Yes,PR772
Cu773,18,Male,3.6,Yes,PR773
Cu774,29,Male,2.6,Yes,PR774
Cu775,42,Male,3.5,Yes,PR775
Cu776,49,Male,3,Yes,PR776
Cu777,49,Male,5,Yes,PR777
Cu778,55,Male,2.5,Yes,PR778
Cu779,29,Male,2.9,Yes,PR779
Cu780,60,Male,4.6,Yes,PR780
Cu781,34,Male,3.6,Yes,PR781
Cu782,30,Male,3,Yes,PR782
Cu783,28,Male,4.5,Yes,PR783
Cu784,63,Male,4.5,Yes,PR784
Cu785,31,Male,3.2,Yes,PR785
Cu786,46,Male,4,Yes,PR786
Cu787,70,Male,4.8,Yes,PR787
Cu788,53,Male,3.7,Yes,PR788
Cu789,50,Male,3.8,Yes,PR789
Cu790,33,Male,2.7,Yes,PR790
Cu791,22,Male,4.9,Yes,PR791
Cu792,50,Male,3.1,Yes,PR792
Cu793,34,Male,4.2,Yes,PR793
Cu794,24,Male,3.8,Yes,PR794
Cu795,69,Male,4.2,Yes,PR795
Cu796,39,Male,4.6,Yes,PR796
Cu797,42,Male,4,Yes,PR797
Cu798,42,Male,4,Yes,PR798
Cu799,29,Male,3.8,Yes,PR799
Cu800,55,Male,3.3,Yes,PR800
Cu801,32,Male,2.6,Yes,PR801
Cu802,25,Male,4.9,Yes,PR802
Cu803,38,Male,3.5,Yes,PR803
Cu804,32,Male,2.8,Yes,PR804
Cu805,43,Male,2.6,Yes,PR805
Cu806,41,Male,3.7,Yes,PR806
Cu807,56,Male,2.7,Yes,PR807
Cu808,27,Male,3.3,Yes,PR808
Cu809,46,Male,4.6,Yes,PR809
Cu810,48,Male,4.9,Yes,PR810
Cu811,52,Male,4.9,Yes,PR811
Cu812,18,Male,2.7,Yes,PR812
Cu813,64,Male,3.2,Yes,PR813
Cu814,54,Male,2.9,Yes,PR814
Cu815,31,Male,3.8,Yes,PR815
Cu816,30,Male,3,Yes,PR816
Cu817,26,Male,3.9,Yes,PR817
Cu818,25,Male,4.7,Yes,PR818
Cu819,59,Male,4.9,Yes,PR819
Cu820,55,Male,4.8,Yes,PR820
Cu821,56,Male,2.5,Yes,PR821
Cu822,62,Male,3.9,Yes,PR822
Cu823,35,Male,3.4,Yes,PR823
Cu824,51,Male,2.5,Yes,PR824
Cu825,61,Male,3,Yes,PR825
Cu826,27,Male,3.6,Yes,PR826
Cu827,54,Male,3.6,Yes,PR827
Cu828,31,Male,4.1,Yes,PR828
Cu829,24,Male,3.7,Yes,PR829
Cu830,42,Male,3.1,Yes,PR830
Cu831,41,Male,4.2,Yes,PR831
Cu832,66,Male,4.3,Yes,PR832
Cu833,58,Male,2.5,Yes,PR833
Cu834,43,Male,3.5,Yes,PR834
Cu835,52,Male,3.1,Yes,PR835
Cu836,35,Male,2.5,Yes,PR836
Cu837,23,Male,3.9,Yes,PR837
Cu838,25,Male,4.9,Yes,PR838
Cu839,33,Male,4.3,Yes,PR839
Cu840,48,Male,2.6,Yes,PR840
Cu841,42,Male,4.2,Yes,PR841
Cu842,55,Male,2.6,Yes,PR842
Cu843,59,Male,3.6,Yes,PR843
Cu844,65,Male,3.2,Yes,PR844
Cu845,59,Male,4.4,Yes,PR845
Cu846,31,Male,3.7,Yes,PR846
Cu847,49,Male,3.7,Yes,PR847
Cu848,53,Male,4.1,Yes,PR848
Cu849,48,Male,3.6,Yes,PR849
Cu850,23,Male,4.3,Yes,PR850
Cu851,68,Male,2.6,Yes,PR851
Cu852,35,Male,2.9,Yes,PR852
Cu853,34,Male,4.2,Yes,PR853
Cu854,62,Male,4,Yes,PR854
Cu855,21,Male,4.3,Yes,PR855
Cu856,70,Male,3,Yes,PR856
Cu857,55,Male,3.5,Yes,PR857
Cu858,43,Male,3,Yes,PR858
Cu859,19,Male,3.1,Yes,PR859
Cu860,47,Male,4,Yes,PR860
Cu861,26,Male,4.1,Yes,PR861
Cu862,46,Male,3.3,Yes,PR862
Cu863,19,Male,4.9,Yes,PR863
Cu864,49,Male,3.9,Yes,PR864
Cu865,51,Male,3.9,Yes,PR865
Cu866,64,Male,4.8,Yes,PR866
Cu867,67,Male,2.7,Yes,PR867
Cu868,37,Male,3.1,Yes,PR868
Cu869,40,Male,3.2,Yes,PR869
Cu870,38,Male,2.7,Yes,PR870
Cu871,66,Male,2.5,Yes,PR871
Cu872,47,Male,2.6,Yes,PR872
Cu873,56,Male,2.9,Yes,PR873
Cu874,51,Male,4.2,Yes,PR874
Cu875,25,Male,4.4,Yes,PR875
Cu876,37,Male,4.1,Yes,PR876
Cu877,41,Male,3.8,Yes,PR877
Cu878,64,Male,4.9,Yes,PR878
Cu879,23,Male,4.9,Yes,PR879
Cu880,62,Male,4.1,Yes,PR880
Cu881,39,Male,3.1,Yes,PR881
Cu882,52,Male,2.7,Yes,PR882
Cu883,50,Male,3.8,Yes,PR883
Cu884,28,Male,4.3,Yes,PR884
Cu885,67,Male,4.1,Yes,PR885
Cu886,41,Male,4.4,Yes,PR886
Cu887,19,Male,3.6,Yes,PR887
Cu888,70,Male,3.3,Yes,PR888
Cu889,49,Male,3.6,Yes,PR889
Cu890,59,Male,2.8,Yes,PR890
Cu891,52,Male,4.3,Yes,PR891
Cu892,20,Male,3.9,Yes,PR892
Cu893,31,Male,2.7,Yes,PR893
Cu894,33,Male,4.7,Yes,PR894
Cu895,44,Male,3.8,Yes,PR895
Cu896,40,Male,4.7,Yes,PR896
Cu897,69,Male,4.7,Yes,PR897
Cu898,29,Male,3.4,Yes,PR898
Cu899,54,Male,3.5,Yes,PR899
Cu900,65,Male,4,Yes,PR900
Cu901,54,Male,3.3,Yes,PR901
Cu902,60,Male,4.7,Yes,PR902
Cu903,43,Male,2.8,Yes,PR903
Cu904,44,Male,3.3,Yes,PR904
Cu905,69,Male,2.9,Yes,PR905
Cu906,46,Male,2.8,Yes,PR906
Cu907,41,Male,4.2,Yes,PR907
Cu908,32,Male,4.4,Yes,PR908
Cu909,26,Male,3.6,Yes,PR909
Cu910,61,Male,2.7,Yes,PR910
Cu911,49,Male,3.4,Yes,PR911
Cu912,53,Male,2.8,Yes,PR912
Cu913,24,Male,3.4,Yes,PR913
Cu914,37,Male,2.6,Yes,PR914
Cu915,43,Male,4.1,Yes,PR915
Cu916,31,Male,2.9,Yes,PR916
Cu917,49,Male,2.7,Yes,PR917
Cu918,69,Male,3.7,Yes,PR918
Cu919,65,Male,4.3,Yes,PR919
Cu920,41,Male,2.6,Yes,PR920
Cu921,37,Male,4.3,Yes,PR921
Cu922,70,Male,4.1,Yes,PR922
Cu923,63,Male,4.2,Yes,PR923
Cu924,55,Male,4.2,Yes,PR924
Cu925,52,Male,3.1,Yes,PR925
Cu926,22,Male,4.9,Yes,PR926
Cu927,54,Male,4.4,Yes,PR927
Cu928,28,Male,4.4,Yes,PR928
Cu929,67,Male,3.4,Yes,PR929
Cu930,59,Male,4.5,Yes,PR930
Cu931,26,Male,4.5,Yes,PR931
Cu932,24,Male,4.1,Yes,PR932
Cu933,62,Male,3.2,Yes,PR933
Cu934,70,Male,2.7,Yes,PR934
Cu935,45,Male,3.7,Yes,PR935
Cu936,58,Male,2.6,Yes,PR936
Cu937,31,Male,2.7,Yes,PR937
Cu938,32,Male,2.7,Yes,PR938
Cu939,36,Male,4.8,Yes,PR939
Cu940,25,Male,4.8,Yes,PR940
Cu941,48,Male,2.6,Yes,PR941
Cu942,39,Male,4.5,Yes,PR942
Cu943,26,Male,3.2,Yes,PR943
Cu944,32,Male,3.8,Yes,PR944
Cu945,54,Male,4.8,Yes,PR945
Cu946,38,Male,4.1,Yes,PR946
Cu947,46,Male,2.8,Yes,PR947
Cu948,57,Male,3.9,Yes,PR948
Cu949,49,Male,4.9,Yes,PR949
Cu950,33,Male,3.4,Yes,PR950
Cu951,54,Male,4.1,Yes,PR951
Cu952,47,Male,2.9,Yes,PR952
Cu953,36,Male,3.1,Yes,PR953
Cu954,68,Male,3.6,Yes,PR954
Cu955,60,Male,3.5,Yes,PR955
Cu956,55,Male,3.4,Yes,PR956
Cu957,29,Male,2.9,Yes,PR957
Cu958,38,Male,4.7,Yes,PR958
Cu959,70,Male,4.4,Yes,PR959
Cu960,36,Male,2.6,Yes,PR960
Cu961,18,Male,4.4,Yes,PR961
Cu962,62,Male,3.7,Yes,PR962
Cu963,29,Male,4.4,Yes,PR963
Cu964,21,Male,2.5,Yes,PR964
Cu965,42,Male,2.6,Yes,PR965
Cu966,43,Male,5,Yes,PR966
Cu967,58,Male,4.9,Yes,PR967
Cu968,27,Male,3.7,Yes,PR968
Cu969,57,Male,3.1,Yes,PR969
Cu970,40,Male,3.2,Yes,PR970
Cu971,45,Male,4.4,Yes,PR971
Cu972,47,Male,4.3,Yes,PR972
Cu973,61,Male,3,Yes,PR973
Cu974,60,Male,3.5,Yes,PR974
Cu975,69,Male,3.6,Yes,PR975
Cu976,58,Male,3.8,Yes,PR976
Cu977,34,Male,3.6,Yes,PR977
Cu978,20,Male,4.6,Yes,PR978
Cu979,56,Male,2.5,Yes,PR979
Cu980,64,Male,3.5,Yes,PR980
Cu981,56,Male,4,Yes,PR981
Cu982,27,Male,3.5,Yes,PR982
Cu983,35,Male,3.2,Yes,PR983
Cu984,24,Male,3.5,Yes,PR984
Cu985,26,Male,3.4,Yes,PR985
Cu986,32,Male,5,Yes,PR986
Cu987,54,Male,4.5,Yes,PR987
Cu988,62,Male,2.8,Yes,PR988
Cu989,50,Male,4.9,Yes,PR989
Cu990,70,Male,3.1,Yes,PR990
Cu991,48,Male,4.8,Yes,PR991
Cu992,20,Male,2.7,Yes,PR992
Cu993,46,Male,4.6,Yes,PR993
Cu994,51,Male,4.4,Yes,PR994
Cu995,53,Male,3.2,Yes,PR995
Cu996,44,Male,3,Yes,PR996
Cu997,29,Male,4.9,Yes,PR997
Cu998,64,Male,3.6,Yes,PR998
Cu999,51,Male,3.8,Yes,PR999
Cu1000,50,Male,2.9,Yes,PR1000
Cu1001,43,Male,3.9,Yes,PR1001
Cu1002,61,Male,3.6,Yes,PR1002
Cu1003,55,Male,3.5,Yes,PR1003
Cu1004,56,Male,4,Yes,PR1004
Cu1005,33,Male,4.8,Yes,PR1005
Cu1006,43,Male,3.9,Yes,PR1006
Cu1007,21,Male,4.5,Yes,PR1007
Cu1008,58,Male,4.8,Yes,PR1008
Cu1009,41,Male,2.6,Yes,PR1009
Cu1010,39,Male,3.1,Yes,PR1010
Cu1011,54,Male,4.7,Yes,PR1011
Cu1012,43,Male,2.9,Yes,PR1012
Cu1013,28,Male,3.8,Yes,PR1013
Cu1014,59,Male,3.8,Yes,PR1014
Cu1015,28,Male,3,Yes,PR1015
Cu1016,68,Male,4.1,Yes,PR1016
Cu1017,20,Male,3.4,Yes,PR1017
Cu1018,21,Male,2.5,Yes,PR1018
Cu1019,50,Male,4.9,Yes,PR1019
Cu1020,32,Male,2.8,Yes,PR1020
Cu1021,24,Male,4.5,Yes,PR1021
Cu1022,55,Male,4.9,Yes,PR1022
Cu1023,61,Male,4.9,Yes,PR1023
Cu1024,61,Male,3.5,Yes,PR1024
Cu1025,28,Male,3.5,Yes,PR1025
Cu1026,60,Male,4.9,Yes,PR1026
Cu1027,49,Male,3,Yes,PR1027
Cu1028,33,Male,2.8,Yes,PR1028
Cu1029,45,Male,3.7,Yes,PR1029
Cu1030,29,Male,3.6,Yes,PR1030
Cu1031,58,Male,3.3,Yes,PR1031
Cu1032,22,Male,3.4,Yes,PR1032
Cu1033,55,Male,4,Yes,PR1033
Cu1034,19,Male,4.6,Yes,PR1034
Cu1035,68,Male,4.2,Yes,PR1035
Cu1036,61,Male,2.8,Yes,PR1036
Cu1037,68,Male,3.7,Yes,PR1037
Cu1038,52,Male,3.4,Yes,PR1038
Cu1039,41,Male,3,Yes,PR1039
Cu1040,29,Male,4.8,Yes,PR1040
Cu1041,68,Male,4,Yes,PR1041
Cu1042,36,Male,4.9,Yes,PR1042
Cu1043,55,Male,4.9,Yes,PR1043
Cu1044,28,Male,3.3,Yes,PR1044
Cu1045,39,Male,4.4,Yes,PR1045
Cu1046,54,Male,3.5,Yes,PR1046
Cu1047,40,Male,4.2,Yes,PR1047
Cu1048,31,Male,4.2,Yes,PR1048
Cu1049,30,Male,2.7,Yes,PR1049
Cu1050,45,Male,2.8,Yes,PR1050
Cu1051,48,Male,3.8,Yes,PR1051
Cu1052,45,Male,2.6,Yes,PR1052
Cu1053,60,Male,3,Yes,PR1053
Cu1054,59,Male,3.3,No,PR1054
Cu1055,18,Male,4.9,No,PR1055
Cu1056,70,Male,3.3,No,PR1056
Cu1057,20,Male,2.9,No,PR1057
Cu1058,65,Male,4.4,No,PR1058
Cu1059,29,Male,3.1,No,PR1059
Cu1060,22,Male,2.5,No,PR1060
Cu1061,27,Male,2.6,No,PR1061
Cu1062,36,Male,4.4,No,PR1062
Cu1063,59,Male,2.6,No,PR1063
Cu1064,62,Male,3.3,No,PR1064
Cu1065,34,Male,3.5,No,PR1065
Cu1066,59,Male,4.1,No,PR1066
Cu1067,49,Male,4,No,PR1067
Cu1068,18,Male,2.7,No,PR1068
Cu1069,55,Male,2.5,No,PR1069
Cu1070,38,Male,4.3,No,PR1070
Cu1071,50,Male,3.3,No,PR1071
Cu1072,61,Male,2.6,No,PR1072
Cu1073,48,Male,3.5,No,PR1073
Cu1074,22,Male,4,No,PR1074
Cu1075,48,Male,2.6,No,PR1075
Cu1076,57,Male,4.9,No,PR1076
Cu1077,33,Male,2.9,No,PR1077
Cu1078,58,Male,3.7,No,PR1078
Cu1079,37,Male,4.4,No,PR1079
Cu1080,18,Male,4.4,No,PR1080
Cu1081,65,Male,3.8,No,PR1081
Cu1082,62,Male,4.5,No,PR1082
Cu1083,54,Male,2.6,No,PR1083
Cu1084,35,Male,3.3,No,PR1084
Cu1085,34,Male,4.1,No,PR1085
Cu1086,25,Male,3,No,PR1086
Cu1087,53,Male,3,No,PR1087
Cu1088,45,Male,3.4,No,PR1088
Cu1089,49,Male,2.7,No,PR1089
Cu1090,40,Male,3.8,No,PR1090
Cu1091,38,Male,4.2,No,PR1091
Cu1092,44,Male,4.7,No,PR1092
Cu1093,68,Male,4.1,No,PR1093
Cu1094,60,Male,4.2,No,PR1094
Cu1095,25,Male,4.8,No,PR1095
Cu1096,19,Male,3,No,PR1096
Cu1097,57,Male,2.6,No,PR1097
Cu1098,58,Male,3.2,No,PR1098
Cu1099,49,Male,3.6,No,PR1099
Cu1100,19,Male,2.6,No,PR1100
Cu1101,50,Male,4.4,No,PR1101
Cu1102,30,Male,3,No,PR1102
Cu1103,52,Male,2.9,No,PR1103
Cu1104,35,Male,4.3,No,PR1104
Cu1105,35,Male,3.1,No,PR1105
Cu1106,33,Male,3,No,PR1106
Cu1107,52,Male,3.6,No,PR1107
Cu1108,69,Male,2.8,No,PR1108
Cu1109,27,Male,2.8,No,PR1109
Cu1110,66,Male,4.9,No,PR1110
Cu1111,28,Male,3,No,PR1111
Cu1112,22,Male,4.1,No,PR1112
Cu1113,69,Male,4.6,No,PR1113
Cu1114,28,Male,4.8,No,PR1114
Cu1115,55,Male,2.6,No,PR1115
Cu1116,30,Male,4,No,PR1116
Cu1117,67,Male,4.2,No,PR1117
Cu1118,25,Male,4.5,No,PR1118
Cu1119,49,Male,4.9,No,PR1119
Cu1120,34,Male,3.1,No,PR1120
Cu1121,22,Male,4,No,PR1121
Cu1122,63,Male,3.2,No,PR1122
Cu1123,70,Male,4.3,No,PR1123
Cu1124,36,Male,2.5,No,PR1124
Cu1125,42,Male,4.9,No,PR1125
Cu1126,27,Male,2.7,No,PR1126
Cu1127,23,Male,3.4,No,PR1127
Cu1128,50,Male,4.8,No,PR1128
Cu1129,56,Male,4.7,No,PR1129
Cu1130,37,Male,4.7,No,PR1130
Cu1131,67,Male,3.9,No,PR1131
Cu1132,67,Male,3.7,No,PR1132
Cu1133,50,Male,4.3,No,PR1133
Cu1134,36,Male,4.1,No,PR1134
Cu1135,62,Male,4.6,No,PR1135
Cu1136,65,Male,3.6,No,PR1136
Cu1137,23,Male,4.8,No,PR1137
Cu1138,46,Male,2.8,No,PR1138
Cu1139,18,Male,4.7,No,PR1139
Cu1140,58,Male,3.9,No,PR1140
Cu1141,31,Male,2.6,No,PR1141
Cu1142,39,Male,4.7,No,PR1142
Cu1143,69,Male,3.5,No,PR1143
Cu1144,68,Male,4.4,No,PR1144
Cu1145,41,Male,4.4,No,PR1145
Cu1146,31,Male,3,No,PR1146
Cu1147,48,Male,4.2,No,PR1147
Cu1148,59,Male,4.3,No,PR1148
Cu1149,34,Male,2.6,No,PR1149
Cu1150,21,Male,3.3,No,PR1150
Cu1151,29,Male,2.7,No,PR1151
Cu1152,41,Male,4.2,No,PR1152
Cu1153,62,Male,4,No,PR1153
Cu1154,27,Male,4,No,PR1154
Cu1155,49,Male,2.9,No,PR1155
Cu1156,67,Male,2.6,No,PR1156
Cu1157,20,Male,4.8,No,PR1157
Cu1158,37,Male,4.4,No,PR1158
Cu1159,69,Male,4,No,PR1159
Cu1160,66,Male,3.6,No,PR1160
Cu1161,37,Male,3.2,No,PR1161
Cu1162,63,Male,3.1,No,PR1162
Cu1163,47,Male,4.2,No,PR1163
Cu1164,26,Male,3,No,PR1164
Cu1165,68,Male,4.2,No,PR1165
Cu1166,51,Male,2.9,No,PR1166
Cu1167,48,Male,3.7,No,PR1167
Cu1168,60,Male,3.6,No,PR1168
Cu1169,68,Male,3.6,No,PR1169
Cu1170,25,Male,4.5,No,PR1170
Cu1171,57,Male,3.2,No,PR1171
Cu1172,41,Male,3.9,No,PR1172
Cu1173,59,Male,4.6,No,PR1173
Cu1174,44,Male,2.5,No,PR1174
Cu1175,42,Male,4.3,No,PR1175
Cu1176,35,Male,4.1,No,PR1176
Cu1177,36,Male,4.6,No,PR1177
Cu1178,54,Male,4.8,No,PR1178
Cu1179,37,Male,4.9,No,PR1179
Cu1180,20,Male,2.8,No,PR1180
Cu1181,23,Male,4.9,No,PR1181
Cu1182,61,Male,3.5,No,PR1182
Cu1183,37,Male,3.8,No,PR1183
Cu1184,23,Male,4.5,No,PR1184
Cu1185,63,Male,3.4,No,PR1185
Cu1186,47,Male,3.9,No,PR1186
Cu1187,63,Male,4.1,No,PR1187
Cu1188,56,Male,3,No,PR1188
Cu1189,68,Male,3.3,No,PR1189
Cu1190,64,Male,4.9,No,PR1190
Cu1191,62,Male,4.3,No,PR1191
Cu1192,34,Male,4.1,No,PR1192
Cu1193,49,Male,4,No,PR1193
Cu1194,40,Male,5,No,PR1194
Cu1195,50,Male,3.1,No,PR1195
Cu1196,25,Male,4,No,PR1196
Cu1197,30,Male,3.2,No,PR1197
Cu1198,54,Male,3.9,No,PR1198
Cu1199,40,Male,3.9,No,PR1199
Cu1200,49,Male,4.5,No,PR1200
Cu1201,27,Male,4.4,No,PR1201
Cu1202,27,Male,3.1,No,PR1202
Cu1203,48,Male,2.9,No,PR1203
Cu1204,40,Male,3.7,No,PR1204
Cu1205,67,Male,3.2,No,PR1205
Cu1206,52,Male,3.5,No,PR1206
Cu1207,22,Male,3,No,PR1207
Cu1208,62,Male,4.1,No,PR1208
Cu1209,20,Male,2.9,No,PR1209
Cu1210,41,Male,3.8,No,PR1210
Cu1211,34,Male,4.1,No,PR1211
Cu1212,23,Male,4.6,No,PR1212
Cu1213,32,Male,2.5,No,PR1213
Cu1214,68,Male,3.7,No,PR1214
Cu1215,30,Male,3.8,No,PR1215
Cu1216,66,Male,2.6,No,PR1216
Cu1217,62,Male,3.7,No,PR1217
Cu1218,50,Male,2.6,No,PR1218
Cu1219,55,Male,3.1,No,PR1219
Cu1220,19,Male,2.5,No,PR1220
Cu1221,67,Male,4.9,No,PR1221
Cu1222,18,Male,4.5,No,PR1222
Cu1223,58,Male,3.4,No,PR1223
Cu1224,69,Male,3.9,No,PR1224
Cu1225,62,Male,3.7,No,PR1225
Cu1226,28,Male,2.6,No,PR1226
Cu1227,53,Male,3.4,No,PR1227
Cu1228,27,Male,4.9,No,PR1228
Cu1229,55,Male,3.9,No,PR1229
Cu1230,34,Male,3.6,No,PR1230
Cu1231,25,Male,4.6,No,PR1231
Cu1232,66,Male,4,No,PR1232
Cu1233,57,Male,3.6,No,PR1233
Cu1234,46,Male,3.5,No,PR1234
Cu1235,38,Male,4.1,No,PR1235
Cu1236,23,Male,3,No,PR1236
Cu1237,42,Male,4.4,No,PR1237
Cu1238,25,Male,4.4,No,PR1238
Cu1239,55,Male,3.7,No,PR1239
Cu1240,62,Male,4.8,No,PR1240
Cu1241,41,Male,2.9,No,PR1241
Cu1242,58,Male,3.1,No,PR1242
Cu1243,56,Male,4,No,PR1243
Cu1244,25,Male,3,No,PR1244
Cu1245,70,Male,3.9,No,PR1245
Cu1246,42,Male,3.4,No,PR1246
Cu1247,27,Male,2.7,No,PR1247
Cu1248,65,Male,3.5,No,PR1248
Cu1249,62,Male,3,No,PR1249
Cu1250,62,Male,4.5,No,PR1250
Cu1251,52,Male,4.1,No,PR1251
Cu1252,56,Male,5,No,PR1252
Cu1253,28,Male,4,No,PR1253
Cu1254,39,Male,4.9,No,PR1254
Cu1255,54,Male,3.3,No,PR1255
Cu1256,30,Male,4.1,No,PR1256
Cu1257,45,Male,3.6,No,PR1257
Cu1258,68,Male,3,No,PR1258
Cu1259,47,Male,4.1,No,PR1259
Cu1260,68,Male,3.9,No,PR1260
Cu1261,63,Male,4.1,No,PR1261
Cu1262,20,Male,2.8,No,PR1262
Cu1263,29,Male,4.8,No,PR1263
Cu1264,41,Male,4.6,No,PR1264
Cu1265,52,Male,2.5,No,PR1265
Cu1266,32,Male,2.7,No,PR1266
Cu1267,20,Male,4,No,PR1267
Cu1268,47,Male,2.7,No,PR1268
Cu1269,23,Male,2.9,No,PR1269
Cu1270,43,Male,3,No,PR1270
Cu1271,67,Male,3.3,No,PR1271
Cu1272,70,Male,4.3,No,PR1272
Cu1273,35,Male,4.4,No,PR1273
Cu1274,41,Male,4.1,No,PR1274
